"20180731090637P030097950545001","2017-02-01","2017-12-31","2",,"0","0","0","1","0","0","0","0","0",,"LIDL US, LLC'S HEALTH & WELFARE BENEFIT PLAN","501","2014-02-01","LIDL US, LLC",,,"3500 SOUTH CLARK STREET",,"ARLINGTON","VA","22202",,,,,,,,,,,,,,,,,,"680683460","5713985139","445110",,,,,,,,,,,,,,,,,,,,,,,,,1124,2196,0,0,2196,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","8","0","0","0","FILING_RECEIVED","2018-07-31",,,,,,"1",,,,,,,,,,,,,,,,,1124,"2",,,"2018-07-30T07:00:00-0500","ERIC RIEGGER",,,,,
"20180731090706P030003804649001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","0","0","0","0",,"SOUTH SIDE TRUST AND SAVINGS BANK EMPLOYEE HEALTH AND BENEFIT PLAN","502","1995-01-01","SOUTH SIDE TRUST AND SAVINGS BANK",,,"2119 S W ADAMS ST",,"PEORIA","IL","61602",,,,,,,,,,,,,,,,,,"370524830","3096760521","522110",,,,,,,,,,,,,,,,,,,"2018-07-31T09:06:19-0500","LISA DAVIS",,,,,153,0,0,0,0,,,,,,,"4A4B4D4F4H","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,150,"2",,,,,,,,,
"20180731090707P030097951841001","2012-01-01","2012-12-31","1",,"0","0","0","0","1","0","0","1","0",,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION NO. 252 DEFINED CONTRIBUTION PLAN/401(K) PLAN","001","1993-06-01","ROBERT J. TURNER II CORPORATION","TURNER ELECTRIC SERVICE, INC",,"1120 BAKER RD",,"DEXTER","MI","481301523",,,,,,,"1120 BAKER RD",,"DEXTER","MI","481301523",,,,,,,"382704020","7344265657","238210",,,,,,,,,,,,,,,,,,,"2018-07-31T07:49:57-0500","ELIZABETH HORNBACK","2018-07-31T07:49:57-0500","ELIZABETH HORNBACK",,,1,1,0,0,1,0,1,1,0,114,"2E2F2G2J3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180731090741P040065357949001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SOONER PIPE AND PARTICIPATING CO. SEVERANCE PAY PLAN","525","1988-01-01","SOONER PIPE, L.L.C.",,"BEVERLY MCBRIDE","401 S BOSTON AVE STE 1000",,"TULSA","OK","741034046",,,,,,,,,,,,,,,,,,"730552990","9182955377","423990",,,,,,,,,,,,,,,,,,,"2018-07-31T09:05:58-0500","BEVERLY MCBRIDE",,,,,131,130,5,,135,,135,,,,,"4I","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,131,,,,,,,,,,
"20180731090742P040065358013001","2017-01-01","2017-12-31","2",,"0","0","0","0","1","1","0","0","0",,"ACS TECHNICAL PRODUCTS, INC. PROFIT SHARING PLAN FOR UNION EMPLOYEES","001","1968-08-31","ACS TECHNICAL PRODUCTS, INC.",,,"P.O. BOX 190",,"GRIFFITH","IN","46319",,,,,,,"420 S. COLFAX",,"GRIFFITH","IN","46319",,,,,,,"350961723","2199244370","325900",,,,,,,,,,,,,,,,,,,"2018-07-31T05:03:59-0500","TERESA MARKLEY",,,,,12,14,0,1,15,0,15,11,0,,"2F2E2G2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12,,,,,,,,,,
"20180731090742P030004587429001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DIGITAL GUARDIAN, INC. 401(K) RETIREMENT PLAN","001","2003-01-01","DIGITAL GUARDIAN, INC.",,,"275 WYMAN STREET","SUITE 250","WALTHAM","MA","02451",,,,,,,,,,,,,,,,,,"113671852","7819025611","511210",,,,,,,,,,,,,,,,,,,"2018-07-30T09:34:00-0500","JESSICA KATZ","2018-07-30T09:34:00-0500","JESSICA KATZ",,,333,308,0,67,375,0,375,352,0,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,286,,,,,,,,,,
"20180731090821P030097955169001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"TIER ONE PROPERTY SERVICES GROUP HEALTH AND WELFARE BENEFITS PLAN","501","2005-04-01","TIER ONE PROPERTY SERVICES",,,"8601 E. 63RD STREET","P.O. BOX 16838","RAYTOWN","MO","64133",,,,,,,,,,,,,,,,,,"431133097","8163589444","561720",,,,,,,,,,,,,,,,,,,"2018-07-31T09:07:57-0500","TERRY WOODLEY",,,,,100,120,0,0,120,,,,,,,"4A4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,100,"2",,,,,,,,,
"20180731090846P030097956497001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"SOUTHERN CONCRETE CONSTRUCTION COMPANY, INC. EMPLOYEES' INCENTIVE SAVINGS PLAN","002","1987-04-01","SOUTHERN CONCRETE CONSTRUCTION COMPANY, INC.",,,"733 LIBERTY EXPRESSWAY SE",,"ALBANY","GA","31705",,,,,,,,,,,,,,,,,,"580827830","2294344754","237310",,,,,,,,,,,,,,,,,,,"2018-07-31T09:01:21-0500","LARRY ALDAY",,,,,141,119,2,19,140,0,140,134,0,,"2E2F2G3B2K3D2T2J",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","1","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,117,,,,,,,,,,
"20180731090850P040065361341001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"LONG TERM CARE PLAN","504","1993-01-01","SIEMENS CORPORATION",,,"170 WOOD AVENUE SOUTH",,"ISELIN","NJ","08830",,,,,,,,,,,,,,,,,,"132623356","7325905366","551112",,,,,,,,,,,,,,,,,,,"2018-07-31T09:06:19-0500","THOMAS STORR",,,,,136,119,0,0,119,,,,,,,"4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,131,"2",,,,,,,,,
"20180731090900P040004069717001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SAINT JOSEPHS MEDICAL CENTER HEALTH AND WELFARE PLAN","501","2006-01-01","SAINT JOSEPHS HOSPITAL",,,"127 SOUTH BROADWAY",,"YONKERS","NY","107014006",,,,,,,,,,,,,,,,,,"131740127","9143787000","622000",,,,,,,,,,,,,,,,,,,"2018-07-31T09:06:56-0500","DEAN CIVITELLO",,,,,1330,702,9,0,711,,,,,,,"4A4B4D4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1330,"2",,,,,,,,,
"20180731090903P040100504385001","2017-01-01","2017-12-31","2",,"0","1","0","0","0","0","0","0","0",,"HEALTH INSURANCE PLAN","501","2002-01-01","OCCUPATIONAL DEVELOPMENT CENTER, INC.",,"NANCY L. COTA","1520 HIGHWAY 32 SOUTH","P.O. BOX 730","THIEF RIVER FALLS","MN","56701",,,,,,,"1520 HIGHWAY 32 SOUTH","P.O. BOX 730","THIEF RIVER FALLS","MN","56701",,,,,,,"410973895","2186814949","624310",,,,,,,,,,,,,,,,,,,"2018-07-31T09:08:44-0500","NANCY COTA","2018-07-31T09:08:44-0500","NANCY COTA",,,73,74,,,74,,74,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,73,"2",,,,,,,,,
"20180731095858P030070950701001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"GRYPHON TECHNOLOGIES, LC 401(K) PLAN","001","1995-01-01","GRYPHON TECHNOLOGIES, LC",,,"80 M STREET SE","SUITE 600","WASHINGTON","DC","20003",,,,,,,,,,,,,,,,,,"541773144","2026211100","812990",,,,,,,,,,,,,,,,,,,"2018-07-31T09:58:13-0500","ROBERT CARLIN",,,,,821,612,7,193,812,1,813,690,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,660,,,,,,,,,,
"20180731095919P040065480429001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"AGILQUEST CORPORATION 401(K) PLAN","001","2001-01-01","AGILQUEST CORPORATION",,,"9407 HULL ST. RD.",,"RICHMOND","VA","23236",,,,,,,,,,,,,,,,,,"541718914","8047450467","541511",,,,,,,,,,,,,,,,,,,"2018-07-31T05:58:57-0500","MATTHEW FAHY",,,,,55,33,0,16,49,0,49,49,0,,"2E2F2G2J2T3D2R",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,48,,,,,,,,,,
"20180731095936P040046443199001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"GREYSTONE PROGRAMS, INC. GROUP HEALTH PLAN","501","2004-10-01","GREYSTONE PROGRAMS, INC.",,,"2070 ROUTE 52","BLDG. 330-D, 2ND FLOOR","HOPEWELL JUNCTION","NY","12533",,,,,,,,,,,,,,,,,,"141608318","8454525772","623000",,,,,,,,,,,,,,,,,,,"2018-07-31T09:51:03-0500","RICHARD SWANSON",,,,,190,204,1,0,205,,,,,,,"4A4D4E4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,189,"2",,,,,,,,,
