"20180725131730P030084691457001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LEVY SCHOOL BUS COMPANY, 401(K) PROFIT SHARING PLAN","002","1999-01-01","LEVY SCHOOL BUS COMPANY",,,"P.O. BOX 580","112 E. BROAD STREET","TRUMBAUERSVILLE","PA","18970",,,,,,,,,,,,,,,,,,"231608607","2155164567","485410",,,,,,,,,,,,,,,,,,,,,,,,,172,158,0,10,168,0,168,100,7,,"2E2F2G2J2K2T3D",,,,"1",,,,"1",,"1",,,"1",,,,"1",,,"FILING_RECEIVED","2018-07-25",,,,,,"1",,,,,,,,,,,,,,,,,175,,,,"2018-07-24T07:00:00-0500","WARREN LEVY JR.",,"2018-07-24T07:00:00-0500","WARREN LEVY JR.",,
"20180725131756P040088192497001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NATIONAL MORTGAGE CO. PROFIT SHARING PLAN","001","1986-01-01","NATIONAL MORTGAGE CO.",,,"15862 SW 72ND AVE, SUITE 200",,"PORTLAND","OR","97224",,,,,,,,,,,,,,,,,,"930783002","5032705300","522292",,,,,,,,,,,,,,,,,,,"2018-07-25T13:17:00-0500","MAUREEN HUNTLEY","2018-07-25T13:17:00-0500","MAUREEN HUNTLEY",,,27,19,0,8,27,0,27,27,0,,"2A2E2F2G2J2K2T3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,18,,,,,,,,,,
"20180725142929P040088379601001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"AR2K, INC. RETIREMENT PLAN","001","2012-01-17","AR2K, INC.",,,"2205 WOLF RANCH PARKWAY",,"GEORGETOWN","TX","78628",,,,,,,,,,,,,,,,,,"454286619","5128684000","611000",,,,,,,,,,,,,,,,,,,"2018-07-25T15:29:06-0500","JOSEPH PALMA",,,,,14,14,0,0,14,0,14,2,0,,"2E2G3D2R",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,14,,,,,,,,,,
"20180725142929P030035463615001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"TEAM, INC. SALARY DEFERRAL PLAN AND TRUST","002","1984-10-01","TEAM, INC.",,,"13131 DAIRY ASHFORD","SUITE 600","SUGAR LAND","TX","77478",,,,,,,,,,,,,,,,,,"741765729","2813884138","551112",,,,,,,,,,,,,,,,,,,"2018-07-24T11:46:47-0500","ALICIA PERRYMAN","2018-07-24T11:46:21-0500","ALICIA PERRYMAN",,,6325,5099,6,1407,6512,5,6517,6211,866,,"2E2F2G2J2K2S2T3D3H",,,"0","1","0",,"0","1","0","1","0",,"1","0","0","0","1","1","0","FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,5329,,,,,,,,,,
"20180725143007P030084780641001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FIVE 4HIM PERFORMANCE RETIREMENT PLAN","001","2016-07-06","FIVE 4HIM PERFORMANCE, INC.",,,"4597 HOLLISTON RD.",,"ATLANTA","GA","30360",,,,,,,,,,,,,,,,,,"813145678","6786978252","711210",,,,,,,,,,,,,,,,,,,"2018-07-25T14:14:16-0500","JAMES M. ALLISON",,,,,2,2,0,0,2,0,2,1,0,,"2E2F2G2J2K3D3H",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180725143014P040088382513001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WISE CHOICE TRANS CORP INC 401(K) PROFIT SHARING PLAN & TRUST","001","2014-10-10","WISE CHOICE TRANS CORP",,,"2228 JUNCTION AVE",,"SAN JOSE","CA","951311760",,,,,,,,,,,,,,,,,,"454095283","5107599466","488510",,,,,,,,,,,,,,,,,,,"2018-07-25T02:30:10-0500","ERICK CRESPO",,,,,0,11,0,0,11,0,11,1,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,9,,,,,,,,,,
"20180725143012P040088382369002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HILLS BANK & TRUST COMPANY GROUP HEALTH INSURANCE & FLEX PLAN","501","1988-09-01","HILLS BANK AND TRUST COMPANY",,,"1009 2ND ST., PO BOX 5820",,"CORALVILLE","IA","52241",,,,,,,,,,,,,,,,,,"420310580","3193518000","522110",,,,,,,,,,,,,,,,,,,"2018-07-25T13:45:14-0500","JOAN FRIEDEN","2018-07-25T13:45:14-0500","JOAN FRIEDEN",,,376,376,14,0,390,,,,,,,"4A4D4E","1",,,"1","1",,,"1",,,,,,"1","3",,,,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,376,"2",,,,,,,,,
"20180725143012P040088382369001","2017-01-01","2017-12-31","2",,,,,,"1",,,,,,"FRIEDLAND INDUSTRIES, INC. UNION 401K RET. PLAN","002","1990-01-01","FRIEDLAND INDUSTRIES, INC.",,,"P.O. BOX 14180",,"LANSING","MI","489014180",,,,,,,,,,,,,,,,,,"382749861","5174823000","331400",,,,,,,,,,,,,,,,,,,"2018-07-25T13:45:06-0500","LAWRENCE BASS",,,,,3,4,0,0,4,0,4,4,0,,"2G2J",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180725143012P040088382369004","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HILLS BANK AND TRUST CO. SHORT-TERM DISABILITY BENEFIT PLAN","503","2004-01-01","HILLS BANK AND TRUST COMPANY",,,"1009 2ND ST., PO BOX 5820",,"CORALVILLE","IA","52241",,,,,,,,,,,,,,,,,,"420310580","3193518000","522110",,,,,,,,,,,,,,,,,,,"2018-07-25T13:46:33-0500","JOAN FRIEDEN","2018-07-25T13:46:33-0500","JOAN FRIEDEN",,,429,435,0,0,435,,,,,,,"4F",,,,"1",,,,"1",,,,,,,,,,,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,429,"2",,,,,,,,,
"20180725143012P040088382369003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HILLS BANK AND TRUST CO. GROUP LIFE, L-T DISABILITY & AD&D INS. PLAN","502","1977-10-01","HILLS BANK AND TRUST COMPANY",,,"1009 2ND ST., PO BOX 5820",,"CORALVILLE","IA","52241",,,,,,,,,,,,,,,,,,"420310580","3193518000","522110",,,,,,,,,,,,,,,,,,,"2018-07-25T13:46:14-0500","JOAN FRIEDEN","2018-07-25T13:46:14-0500","JOAN FRIEDEN",,,422,431,0,0,431,,,,,,,"4B4H","1",,,,"1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,422,"2",,,,,,,,,
"20180725143012P040088382369012","2017-01-01","2017-12-31","2",,,,,,,,,,,,"ADVANCE TURNING & MANUFACTURING DENTAL PLAN","505","2011-01-01","ADVANCE TURNING&MANUFACTURING,INC.",,,"4005 MORRILL ROAD",,"JACKSON","MI","49201",,,,,,,,,,,,,,,,,,"381994646","5177832713","332700",,,,,,,,,,,,,,,,,,,"2018-07-25T14:56:32-0500","JOHN MACCHIA","2018-07-25T14:56:47-0500","JOHN MACCHIA",,,316,290,0,0,290,,,,,,,"4D4E","1",,,,"1",,,,,,,,"1","1","1",,,,"FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,316,"2",,,,,,,,,
"20180725143041P040002553353001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMERICAN SOLUTIONS FOR BUSINESS GROUP HEALTH INSURANCE PLAN","506","2001-02-01","AMERICAN SOLUTIONS FOR BUSINESS",,,"PO BOX 218","31 EAST MINNESOTA AVENUE","GLENWOOD","MN","56334",,,,,,,,,,,,,,,,,,"411393684","3206345471","453210",,,,,,,,,,,,,,,,,,,"2018-07-24T11:32:27-0500","ALLIE JANSSEN","2018-07-25T14:30:15-0500","KATIE HALLSTROM",,,218,242,1,0,243,,,,,,,"4A4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,215,"2",,,,,,,,,
