"20180613102519P030132561809001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"OPTIMAX CONSULTING SERVICES, LLC HEALTH & WELFARE PLAN","501","1987-01-01","OPTIMAX CONSULTING SERVICES, LLC",,,"P. O. BOX 2388",,"BAKERSFIELD","CA","93303",,,,,,,,,,,,,,,,,,"274659477","6613953262","621111",,,,,,,,,,,,,,,,,,,,,,,,,137,149,0,0,149,,,,,,,"4A4D4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-13",,,,,,"1",,,,,,,,,,,,,,,,,137,"2",,,"2018-06-11T07:00:00-0500","WILLIAM J. ZIEMANN",,,,,
"20180613102559P030087334941001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BOURLAND SOBEN, PLLC 401(K) PROFIT SHARING PLAN","001","2003-01-01","BOURLAND SOBEN, PLLC",,,"4601 BUFFALO GAP ROAD, STE. D-1",,"ABILENE","TX","79606",,,,,,,,,,,,,,,,,,"263845124","3256953300","621210",,,,,,,,,,,,,,,,,,,,,,,,,36,31,0,4,35,0,35,35,0,,"2A2E2J2K3D3H",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-06-13",,,,,,"1",,,,,,,,,,,,,,,,,30,,,,"2018-06-13T07:00:00-0500","BART BOURLAND, DDS",,"2018-06-13T07:00:00-0500","BART BOURLAND, DDS",,
"20180613102709P030087336445001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SWAN SONGH ENEPRISES INC 401K PLAN","001","2012-05-12","SWAN SONG ENTERPRISES INC",,,"15231 COLONY PL APT 207",,"WOODBRIDGE","VA","221914964",,,,,,,,,,,,,,,,,,"454761201","7032328511","445120","SONG PATTON",,"15231 COLONY PL APT 207",,"WOODBRIDGE","VA","221914964",,,,,,,"208644900","7032328511",,,,"2018-06-13T10:26:13-0500","SONG PATTON","2018-06-13T10:26:13-0500","SONG PATTON",,,1,1,,,1,,1,,,,"2E2G3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-13","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180613102722P040082898397001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"LDI INDUSTRIES LIFE AND DISABILITY PLAN","502","2004-08-01","LDI INDUSTRIES, INC.",,,"1864 NAGLE AVENUE",,"MANITOWOC","WI","542201702",,,,,,,,,,,,,,,,,,"390992916","9206826877","332900",,,,,,,,,,,,,,,,,,,"2018-06-13T10:23:07-0500","AMY FISCHER","2018-06-13T10:26:50-0500","THOMAS LUKAS",,,150,184,0,0,184,,,,,,,"4B4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-13","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,150,"2",,,,,,,,,
"20180518134457P030077208545001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MEDKODER 401(K) PROFIT SHARING PLAN & TRUST","001","2012-01-01","MEDKODER",,,"200 GREENLEAVES BLVD","STE 7","MANDEVILLE","LA","70448",,,,,,,,,,,,,,,,,,"452043352","5042365649","541990",,,,,,,,,,,,,,,,,,,"2018-05-18T01:44:54-0500","BRIAN AUDLER",,,,,91,70,0,30,100,0,100,91,0,,"2A2E2F2G2J2K2R2S2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,72,,,,,,,,,,
"20180518134528P040028526175001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"VIGET LABS 401(K) RETIREMENT PLAN","001","2001-01-01","VIGET LABS, LLC",,,"105 W. BROAD ST.","4TH FLOOR","FALLS CHURCH","VA","22046",,,,,,,"105 W. BROAD ST.","4TH FLOOR","FALLS CHURCH","VA","22046",,,,,,,"541970455","7038910670","541511",,,,,,,,,,,,,,,,,,,"2018-05-18T09:41:29-0500","CINDY CALDWELL",,,,,80,62,0,24,86,0,86,85,0,,"2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,60,,,,,,,,,,
"20180518134727P030077214513001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PATRICIA L MURRAY MD PC 401(K) PROFIT SHARING PLAN & TRUST","001","2003-01-01","PATRICIA L MURRAY MD PC",,,"221 PARK HILL DR",,"FREDERICKSBURG","VA","224013361",,,,,,,,,,,,,,,,,,"541952997","5403681986","621111",,,,,,,,,,,,,,,,,,,"2018-05-18T01:47:24-0500","PATRICIA MURRAY-ZARZOUR",,,,,9,6,0,3,9,0,9,7,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,6,,,,,,,,,,
"20180518134753P040075060119001","2017-02-02","2017-12-31","4","C","1",,,"1",,,,,,,"AMP INCOME GENERATING","001",,"AMP INCOME GENERATING",,,"101 S MAIN AVE.","STE. 310","SIOUX FALLS","SD","57104",,,,,,,,,,,,,,,,,,"813755776","8665164015",,,,,,,,,,,,,,,,,,,,,,,,"2018-05-18T14:45:28-0500","BRENDA EICH",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,"1",,"FILING_RECEIVED","2018-05-18",,"Filed with authorized/valid electronic signature",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180518134825P040075061159001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HARRIS TECHNOLOGIES, INC. 401(K) PLAN","001","2012-01-01","HARRIS TECHNOLOGIES, INC.",,,"1435 S. 18TH STREET, SUITE 149",,"ST. LOUIS","MO","63104",,,,,,,,,,,,,,,,,,"743176129","6362277782","453210",,,,,,,,,,,,,,,,,,,,,,,,,15,14,,1,15,,15,15,1,,"2A2E2F2G2J2K2R2T3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-05-18",,,,,,"1",,,,,,,,,,,,,,,,,14,,,,"2018-05-18T07:00:00-0500","BEN HARRIS",,"2018-05-18T07:00:00-0500","BEN HARRIS",,
"20180518134949P030077220113001","2017-01-01","2017-12-31","4","C",,,,,,,,,,,"AMP RISING DIVIDEND","108",,"ALTA TRUST COMPANY",,,"101 S MAIN AVE","STE 310","SIOUX FALLS","SD","57104",,,,,,,,,,,,,,,,,,"464959773","8665164015",,,,,,,,,,,,,,,,,,,,,,,,"2018-05-18T14:47:12-0500","BRENDA EICH",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,"1",,"FILING_RECEIVED","2018-05-18",,"Filed with authorized/valid electronic signature",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180518135126P040075066439001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"SURGENEX LLC 401(K) PROFIT SHARING PLAN & TRUST","001","2017-01-01","SURGENEX LLC",,,"PO BOX 4664",,"SCOTTSDALE","AZ","85261",,,,,,,,,,,,,,,,,,"371817287","4803186399","812990",,,,,,,,,,,,,,,,,,,"2018-05-18T01:51:23-0500","ABEL BULLOCK",,,,,3,11,0,1,12,0,12,10,0,,"2E2F2G2J2K2R2S2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180518135212P030077226065001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"TOYOTA VALLEJO 401(K) PLAN","001","2004-01-01","WILCOR AUTOS, INC. DBA TOYOTA VALLEJO",,,"201 AUTO MALL PKWY",,"VALLEJO","CA","94591",,,,,,,,,,,,,,,,,,"942587324","7075524545","441110",,,,,,,,,,,,,,,,,,,"2018-05-18T09:48:34-0500","SALLY FRAKES",,,,,78,58,0,21,79,0,79,69,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,59,,,,,,,,,,
"20180518154807P040028538447001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ISRAEL DISCOUNT BANK OF NEW YORK SEVERANCE PLAN","506","1997-01-01","ISRAEL DISCOUNT BANK OF NEW YORK",,,"511 5TH AVE",,"NEW YORK","NY","100174903",,,,,,,"511 5TH AVE",,"NEW YORK","NY","100174903",,,,,,,"135596781","2125518500","522110",,,,,,,,,,,,,,,,,,,"2018-05-18T15:47:23-0500","DEBORAH GREENE","2018-05-18T15:22:18-0500","THOMAS KEHRER",,,478,483,11,0,494,,494,,,,,"4I","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,478,"2",,,,,,,,,
"20180518154918P040028538623001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"SPM MARKETING & COMMUNICATIONS 401(K) PROFIT SHARING PLAN","001","1985-01-01","SPM MARKETING & COMMUNICATIONS, INC.",,,"15 W. HARRIS","SUITE 300","LA GRANGE","IL","60525",,,,,,,,,,,,,,,,,,"451259626","7082467700","541800",,,,,,,,,,,,,,,,,,,"2018-05-18T11:49:01-0500","NANCY MILLER",,,,,63,52,0,19,71,0,71,70,0,,"2E2F2G2J2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,46,,,,,,,,,,
"20180518083554P040074392711001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"EPIC GAMES INC. EMPLOYEE BENEFIT PLAN","501","2002-01-01","EPIC GAMES, INC.",,,"620 CROSSROADS BLVD.",,"CARY","NC","27518",,,,,,,,,,,,,,,,,,"521853991","9194474555","511210",,,,,,,,,,,,,,,,,,,"2018-05-18T08:35:03-0500","TIM JOHNSON",,,,,572,571,10,15,596,,,,,,,"4A4B4D4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-05-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,571,"2",,,,,,,,,
