"20180730093311P040097943329003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"DIGGER SPECIALTIES, INC.","501","2008-01-01","DIGGER SPECIALTIES, INC.",,,"3446 US 6 EAST",,"BREMEN","IN","46506",,,,,,,,,,,,,,,,,,"351824058","5745465999","423300",,,,,,,,,,,,,,,,,,,,,,,,,192,187,0,0,187,,,,,,,"4A4B4D4L4Q","1",,,,"1",,,,,,,,,"1","4",,,,"FILING_RECEIVED","2018-07-30",,,,,,"1",,,,,,,,,,,,,,,,,192,"2",,,"2018-07-27T07:00:00-0500","TAMI WOODWARD",,,,,
"20180730093311P040097943329005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"RENZ CONTAINER CORPORATION 401K PSP","001","2014-12-15","RENZ CONTAINER CORPORATION",,,"2249 VIRGINIA AVE",,"COLLINSVILLE","VA","24078",,,,,,,,,,,,,,,,,,"461442033","2766478451","322200","GREGG & BAILEY, P.C.",,"15871 CITY VIEW DRIVE SUITE 302",,"MIDLOTHIAN","VA","23113",,,,,,,"541647040","8048974700",,,,,,,,,,20,20,,,20,,20,20,,,"2E2J2T",,,,"1","1",,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30",,,,,,,,,,,,,,,,,,,,,,,20,,,,"2018-07-25T07:00:00-0500","RICHARD N. RENZ",,,,,
"20180730093329P040089767351001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DEAN COLLEGE EMPLOYEE BENEFITS PLAN","501","1998-01-01","DEAN COLLEGE",,,"99 MAIN STREET",,"FRANKLIN","MA","02038",,,,,,,,,,,,,,,,,,"042104149","5085411682","611000",,,,,,,,,,,,,,,,,,,"2018-07-30T09:31:37-0500","DONNA TETRAULT",,,,,174,177,4,0,181,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,172,"2",,,,,,,,,
"20180730093333P040089767495001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BECKER ORTHOPEDIC APPLIANCE COMPANY DENTAL PLAN","503","2003-01-01","RUDOLF B. BECKER",,"BECKER ORTHOPEDIC APPLIANCE COMPANY","635 EXECUTIVE DRIVE",,"TROY","MI","48083",,,,,,,,,,,,,,,,,,"381258429","2485887480","332900","MARK BOSSCHER","BECKER ORTHOPEDIC APPLIANCE COMPANY","635 EXECUTIVE DRIVE",,"TROY","MI","48083",,,,,,,"381258429","2485887480",,,,"2018-07-26T13:46:24-0500","MARK BOSSCHER","2018-07-29T15:09:51-0500","RUDOLF B. BECKER",,,118,119,1,,120,,120,,,,,"4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,118,"2",,,,,,,,,
"20180730093351P040002868729001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NEW FLYER OF AMERICA INC. WELFARE BENEFIT PLAN","501","1998-03-01","NEW FLYER OF AMERICA",,,"214 FIFTH AVENUE SOUTHWEST",,"CROOKSTON","MN","56716",,,,,,,,,,,,,,,,,,"450414949","2182815752","336100",,,,,,,,,,,,,,,,,,,"2018-07-30T08:00:12-0500","LORETTA BERG",,,,,1220,1808,12,0,1820,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1220,"2",,,,,,,,,
"20180730093402P040002868745001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"HAGIE MANUFACURING COMPANY WELFARE BENEFIT PLAN","503","1974-07-01","HAGIE MANUFACTURING COMPANY",,,"721 CENTRAL AVENUE WEST",,"CLARION","IA","50525",,,,,,,,,,,,,,,,,,"421380205","5155322861","333100",,,,,,,,,,,,,,,,,,,"2018-07-30T09:30:43-0500","PAM BRADSHAW",,,,,262,272,0,0,272,,,,,,,"4A4B4D4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,262,"2",,,,,,,,,
"20180730093415P040002868777001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"SHURE-LINE ELECTRICAL, INC. EMPLOYEE BENEFIT PLAN","501","2017-01-01","SHURE-LINE ELECTRICAL, INC.",,,"100 ARTISAN DRIVE",,"SMYRNA","DE","19977",,,,,,,,,,,,,,,,,,"522018918","3023891114","238210",,,,,,,,,,,,,,,,,,,"2018-07-30T09:29:22-0500","JIM BERG",,,,,42,54,0,0,54,,,,,,,"4A4D","1","0","1","0","1","0","1","0","0","0","0","0","1","1","2","1","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,42,"2",,,,,,,,,
"20180730093417P040089770103001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NESTLE USA NESCARE PLAN","601","1993-01-01","NESTLE USA, INC. ATTN HEALTH & WELFARE",,,"30500 BAINBRIDGE ROAD",,"SOLON","OH","44139",,,,,,,,,,,,,,,,,,"951572209","4402647080","311900",,,,,,,,,,,,,,,,,,,"2018-07-30T09:32:49-0500","JACQUIE FOLK",,,,,35852,35847,743,0,36590,,,,,,,"4A4B4D4E4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","19","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,35419,"2",,,,,,,,,
"20180730093417P030003688617001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ACCESS COMMUNITY HEALTH CENTERS EMPLOYEE BENEFIT PLAN","510","2007-09-01","ACCESS COMMUNITY HEALTH CENTERS",,,"2901 W. BELTLINE HWY, STE 120",,"MADISON","WI","53713",,,,,,,,,,,,,,,,,,"391391134","6084435514","621112",,,,,,,,,,,,,,,,,,,"2018-07-30T09:31:51-0500","BRITTANY COLEMAN",,,,,203,204,,,204,,,,,,,"4A4B4D4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,203,"2",,,,,"ACCESS COMMUNITY HEALTH CENTERS LIFE & DISABILITY PLAN",,,,
"20180730093419P030090931335001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BECKER ORTHOPEDIC APPLIANCE COMPANY GROUP LIFE AD&D AND SHORT-TERM DISABILITY PLAN","502","2001-01-01","RUDOLF B. BECKER",,"BECKER ORTHOPEDIC APPLIANCE COMPANY","635 EXECUTIVE DRIVE",,"TROY","MI","48083",,,,,,,,,,,,,,,,,,"381258429","2485887480","332900","MARK BOSSCHER","BECKER ORTHOPEDIC APPLIANCE COMPANY","635 EXECUTIVE DRIVE",,"TROY","MI","48083",,,,,,,"381258429","2485887480",,,,"2018-07-26T13:48:26-0500","MARK BOSSCHER","2018-07-29T15:08:40-0500","RUDOLF B. BECKER",,,118,122,,,122,,122,,,,,"4B4F","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,122,"2",,,,,,,,,
"20180730095601P040089822599001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"SEATTLE KEIRO HEALTH PLAN","501","1981-01-01","KEIRO NORTHWEST",,,"1601 EAST YESLER WAY",,"SEATTLE","WA","98122",,,,,,,,,,,,,,,,,,"510172382","2063281555","623000",,,,,,,,,,,,,,,,,,,,,,,,,194,192,0,0,192,,,,,,,"4A4D4E","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-07-30",,,,,,"1",,,,,,,,,,,,,,,,,194,"2",,,"2018-07-25T03:00:00-0500","RICK TAKEUCHI",,,,,
