"20180730121513P040063460413013","2017-01-01","2017-12-31","2",,,,"1",,,,,,,,"RIVERVIEW OB-GYN, LTD. 401(K) PROFIT-SHARING PLAN AND TRUST","001","2009-01-01","RIVERVIEW OB/GYN, LTD.",,,"400 N. WALL ST, SUITE 403",,"KANKAKEE","IL","60901",,,,,,,,,,,,,,,,,,"362661537","8159332231","621111",,,,,,,,,,,,,,,,,,,"2018-06-19T16:57:53-0500","RENUKA RAMAKRISHNA, MD",,,,,4,0,0,0,0,0,0,0,0,,"2E2J",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180730124439P030095588529001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"COR-ANNE LIMITED LLC FORMERLY MULLICAN LIMITED LLC QUALIFIED PENSION PLAN","001","2014-01-01","COR-ANNE LIMITED LLC",,"ERNEST C KELLEY","2408 POPLAR DRIVE",,"BALTIMORE","MD","21207",,,,,,,"2408 POPLAR DRIVE",,"BALTIMORE","MD","21207",,,,,,,"471045153","4104913200","531390","ERNEST C KELLEY",,"2408 POPLAR DRIVE",,"GWYNN OAK","MD","21207",,,,,,,"471045153","4104913200",,,,,,,,,,0,,,,0,,0,,,,"2J",,,,"1",,,,,"1",,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30",,,,,,,,,,,,,,,,,,,,,,,,"2",,,"2018-06-14T07:00:00-0500","CORDELL KELLEY",,"2018-06-14T07:00:00-0500","CORDELL KELLEY",,
"20180730124445P030095588913001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"FOUR CORNERS CORPORATION INC PROFIT SHARING PLAN","001","2008-01-01","FOUR CORNERS CORPORATION INC",,,"18 CLUB VIEW LANE",,"PHOENIX","MD","21131",,,,,,,,,,,,,,,,,,"521330560","4102889200","541800",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,"2A2E2F2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30",,,,,,"1",,,,,,,,,,,,,,,,,0,,,,"2018-06-18T07:00:00-0500","JAMES BARTUCCA",,"2018-06-18T07:00:00-0500","JAMES BARTUCCA",,
"20180730124448P040063518605001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"MATRIX INDUSTRIES INC 401(K) PROFIT SHARING PLAN & TRUST","001","2015-01-01","MATRIX INDUSTRIES INC",,,"1760 THE ALAMEDA SUITE 300",,"SAN JOSE","CA","95126",,,,,,,,,,,,,,,,,,"453205673","6504621003","541700",,,,,,,,,,,,,,,,,,,"2018-07-30T00:44:45-0500","EDWARD ROJAS",,,,,5,7,0,0,7,0,7,5,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5,,,,,,"SILICIUM ENERGY",,,,
"20180730124508P030069397709003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"DWR INC C/F WATER STREET SEAFOOD INC. VIP PLUS PS","001","1996-01-01","WATER STREET SEAFOOD INC",,,"POST OFFICE BOX 121",,"APALACHICOLA","FL","32329",,,,,,,,,,,,,,,,,,"592920005","8008314111","424400",,,,,,,,,,,,,,,,,,,"2018-07-26T11:51:48-0500","STEVE RASH",,,,,47,41,0,4,45,0,45,44,3,,"2J",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,41,,,,,,,,,,
"20180730124508P030069397709005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BUIE, NORMAN & CO. RETIREMENT PLAN","001","1989-01-01","BUIE, NORMAN & CO PA",,,"PO BOX 87047",,"FAYETTEVILLE","NC","283047047",,,,,,,"2294 MCGILL DRIVE",,"FAYETTEVILLE","NC","28305",,,,,,,"561057695","9104840145","541211",,,,,,,,,,,,,,,,,,,"2018-07-27T14:30:10-0500","LARRY BASS",,,,,12,12,0,0,12,0,12,12,0,,"2J2G",,"1",,,,"1",,,,,,,,"1","1","1",,,,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12,,,,,,,,,,
"20180730124508P030069397709011","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SAVAGE POULTRY INC. VIP PLUS 401(K) PLAN","001","2002-01-01","SAVAGE POULTRY INC.",,,"1310 PINE STREET",,"DELMAR","MD","21875",,,,,,,,,,,,,,,,,,"522280415","4105437900","424400",,,,,,,,,,,,,,,,,,,"2018-07-30T07:55:47-0500","WILLIAM SAVAGE","2018-07-30T07:55:59-0500","WILLIAM SAVAGE",,,7,7,0,0,7,0,7,7,0,,"2J2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,7,,,,,,,,,,
"20180730124508P030069397709009","2017-01-01","2017-12-31","2",,,,,,,,,,,,"GALEN WONG DDS RETIREMENT PLAN","001","1997-01-01","GALEN WONG DENTAL, INC.(AN S CORP)",,,"1121 S. PARK VICTORIA DRIVE",,"MILPITAS","CA","95035",,,,,,,,,,,,,,,,,,"770489936","4082627262","621210","GALEN WONG",,"1121 SOUTH PARK VICTORIA DRIVE",,"MILPITAS","CA","95035",,,,,,,"770489936","4082627262",,,,"2018-07-26T00:25:09-0500","GALEN WONG, TRUSTEE","2018-07-30T12:11:17-0500","GALEN WONG",,,0,0,0,0,0,0,0,,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180730124508P030069397709007","2017-01-01","2017-12-31","2",,,"1",,,,"1",,,,,"JONAS BUILDERS, INC. PROFIT SHARING PLAN","001","1970-12-28","JONAS BUILDERS,INC.",,"GERALD R. JONAS","3939 W MCKINLEY AVE",,"MILWAUKEE","WI","532082863",,,,,,,,,,,,,,,,,,"391397555","4143429201","531120",,,,,,,,,,,,,,,,,,,"2018-07-30T13:08:19-0500","GERALD R. JONAS","2018-07-30T13:08:26-0500","GERALD R. JONAS",,,2,2,0,0,2,0,2,2,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180730124521P040098369473001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RETIREMENT PLAN FOR EMPLOYEES OF WOMAN'S LIFE INSURANCE SOCIETY","001","1973-09-01","WOMAN'S LIFE INSURANCE SOCIETY",,,"PO BOX 5020",,"PORT HURON","MI","480615020",,,,,,,"1338 MILITARY STREET",,"PORT HURON","MI","480615020",,,,,,,"381185570","8109855191","813000",,,,,,,,,,,,,,,,,,,"2018-07-30T12:44:43-0500","CHRISTOPHER J. MARTIN",,,,,51,30,1,19,50,1,51,,0,,"1A3D",,"1","0","1","0","1","0","0","0","1","0","1","0","1","1","1","0","1","0","FILING_RECEIVED","2018-07-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,35,,,,,,,,,,
