"20180418114304P030007611965001","2017-02-06","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"ALTO INSURANCE GROUP RETIREMENT PLAN","001","2017-02-06","ALTO INSURANCE GROUP, INC.",,,"4432 BELDEN VILLAGE ST. N.W.",,"CANTON","OH","44718",,,,,,,,,,,,,,,,,,"815239076","3306394032","524210",,,,,,,,,,,,,,,,,,,"2018-04-18T11:36:49-0500","ROBERT G. ALTO",,,,,2,2,0,0,2,0,2,2,0,,"2E2F2G2J2K3D3H",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180418114524P040009986471001","2017-01-01","2017-12-31","2",,"0","0","0","0","1","0","0","0","0",,"SALEM COMMUNITY HOSPITAL EMPLOYEE BENEFIT PLAN","502","1995-07-01","SALEM COMMUNITY HOSPITAL","SALEM REGIONAL MEDICAL CENTER",,"1995 E STATE ST",,"SALEM","OH","444602423",,,,,,,"1995 E STATE ST",,"SALEM","OH","444602423",,,,,,,"341041385","3303327214","622000",,,,,,,,,,,,,,,,,,,"2018-04-17T15:15:32-0500","BARBARA HIRST","2018-04-17T13:27:26-0500","MICHAEL GIANGARDELLA",,,1286,1247,,,1247,,1247,,,,,"4A4D4E","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","1","0","0","FILING_RECEIVED","2018-04-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1286,"2",,,,,,,,,
"20180216125951P040087786743001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JOHN K. LEGLEU APDC PROFIT SHARING PLAN AND TRUST AND TRUST","001","1984-04-01","JOHN K. LEGLEU A PROFESSIONAL DENTAL CORPORATION",,,"12071 BRICKSOME AVE",,"BATON ROUGE","LA","708162339",,,,,,,,,,,,,,,,,,"720945954","2252928121","621210",,,,,,,,,,,,,,,,,,,,,,,,,8,6,0,1,7,0,7,7,0,,"2A2E",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-16",,,,,,"1",,,,,,,,,,,,,,,,,5,,,,"2018-02-15T06:00:00-0600","JOHN K. LEGLEU, DDS",,,,,
"20180216143221P040035364399001","2013-01-01","2013-12-31","2",,"0","0","0","0","0","0","0","1","0",,"CEDA OF COOK COUNTY, INC. WELFARE BENEFIT PLAN","501","1980-01-01","COMMUNITY AND ECONOMIC DEVELOPMENT ASSOCIATION OF COOK COUNTY, INC.",,,"567 W LAKE ST STE 1200",,"CHICAGO","IL","60661",,,,,,,"567 W LAKE ST STE 1200",,"CHICAGO","IL","60661",,,,,,,"362597741","3127958865","624100",,,,,,,,,,,,,,,,,,,"2018-02-16T13:33:47-0600","EDWARD JONES","2018-02-16T13:33:48-0600","EDWARD JONES",,,554,554,,,554,,554,,,,,"4A4B4C4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","1","0","0","FILING_RECEIVED","2018-02-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,554,"2",,,,,,,,,
"20180216143725P030060481853001","2013-08-01","2014-07-31","2",,"1","0","0","0","0","0","0","1","0",,"YANFENG AUTOMOTIVE INTERIORS WELFARE BENEFIT PLAN","501","2010-10-01","YANFENG USA AUTOMOTIVE",,,"45000 HELM STREET",,"PLYMOUTH","MI","48170",,,,,,,"45000 HELM STREET",,"PLYMOUTH","MI","48170",,,,,,,"271627664","7342544388","423100",,,,,,,,,,,,,,,,,,,"2018-02-16T14:07:37-0600","SHELLY IACOBELLI",,,,,464,464,,,464,,464,,,,,"4A4B4D4E4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-02-16","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,464,"2",,,,,,,,,
"20180216143817P040035369903001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HAPPY PEOPLE RETIREMENT PLAN","001","2010-03-01","HAPPY PEOPLE, INC.",,"KAREN S. KLAUS","6821 N LAFAYETTE ST",,"DEARBORN HEIGHTS","MI","481272124",,,,,,,"6821 N LAFAYETTE ST",,"DEARBORN HEIGHTS","MI","481272124",,,,,,,"272007252","3134299994","621399",,,,,,,,,,,,,,,,,,,"2018-02-16T14:37:25-0600","KAREN GOFF","2018-02-16T14:37:25-0600","KAREN GOFF",,,1,1,0,0,1,0,1,,0,,"2E2G2J",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-02-16","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180220100204P030003991849001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SPRING RIDGE DENTAL, DMD PC 401(K) PLAN","001","2002-01-01","SPRING RIDGE DENTAL, DMD PC",,,"85 COMMERCE DRIVE",,"WYOMISSING","PA","196101038",,,,,,,,,,,,,,,,,,"232790637","6102360700","621210",,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,7,0,7,3,0,,"2E2G2J2K2T3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-20",,,,,,"1",,,,,,,,,,,,,,,,,6,,,,"2018-02-08T06:00:00-0600","ERIC ANGSTADT",,"2018-02-08T06:00:00-0600","ERIC ANGSTADT",,
"20180220100414P030096429281001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MICHIGAN HIGH SCHOOL ATHLETIC ASSOC INC. EE 401(K) PLAN","003","2002-01-01","MICHIGAN HIGH SCHOOL ATHLETIC ASSOC ATION",,,"1661 RAMBLEWOOD DRIVE",,"EAST LANSING","MI","488237392",,,,,,,,,,,,,,,,,,"381603100","5173325046","711300",,,,,,,,,,,,,,,,,,,,,,,,,25,26,0,0,26,0,26,26,0,,"2E2F2G2J2K3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-02-20",,,,,,"1",,,,,,,,,,,,,,,,,24,,,,"2018-02-20T11:00:00-0600","JOHN E. ROBERTS",,,,,
"20180220100557P040092698951001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"H. H. HANKINS & BROS. PROFIT SHARING PLAN","001","1972-12-31","H. H. HANKINS & BRO.",,,"12 W. BROAD STREET",,"BRIDGETON","NJ","08302",,,,,,,,,,,,,,,,,,"210470540","8564511212","444190","EASTERN STATES MANAGEMENT SERVICES, INC.",,"521 AUBURN AVE.",,"SWEDESBORO","NJ","08085",,,,,,,"231730244","8002963278",,,,,,,,,,21,11,0,9,20,0,20,19,1,,"2E2F2G2J2K2T3D",,,,"1",,,,"1",,"1",,,,"1",,,,"1",,"FILING_RECEIVED","2018-02-20",,,,,,,,,,,,,,,,,,,,,,,12,,,,"2018-02-07T06:00:00-0600","ADA OCONNOR",,"2018-02-07T06:00:00-0600","BRENT HANKINS",,
"20180220100857P030096434273001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PREMIER SURGICAL CENTER, LLC 401(K) PLAN","001","2003-01-01","PREMIER SURGICAL CENTER, LLC",,,"1 GREENTREE CENTER",,"MARLTON","NJ","08053",,,,,,,,,,,,,,,,,,"223717100","8567978333","621493",,,,,,,,,,,,,,,,,,,,,,,,,9,7,0,3,10,0,10,9,0,,"2E2F2G2J2K2T3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-20",,,,,,"1",,,,,,,,,,,,,,,,,6,,,,"2018-02-19T06:00:00-0600","CRAIG ROSEN",,"2018-02-19T06:00:00-0600","CRAIG ROSEN",,
"20180220100941P030096435073001","2009-06-01","2010-05-31","2",,"0","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. DENTAL PLAN","502","2009-06-01","CONCORD COACH LINES, INC.",,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-02-20T10:02:27-0600","CRYSTAL MARSTON",,,,,139,153,1,19,173,,173,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"1","0","0","FILING_RECEIVED","2018-02-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,139,"2",,,,,,,,,
"20180220100959P040092702439001","2008-06-01","2009-05-31","2",,"1","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. DENTAL PLAN","502","2008-06-01","CONCORD COACH LINES, INC.",,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-02-20T10:01:55-0600","CRYSTAL MARSTON",,,,,139,139,1,25,165,,165,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"1","0","0","FILING_RECEIVED","2018-02-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,139,"2",,,,,,,,,
"20180220101014P030096435761001","2010-06-01","2011-05-31","2",,"0","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. DENTAL PLAN","502","2010-06-01","CONCORD COACH LINES, INC.",,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-02-20T10:02:50-0600","CRYSTAL MARSTON",,,,,153,148,,19,167,,167,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"1","0","0","FILING_RECEIVED","2018-02-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,153,"2",,,,,,,,,
"20180220101028P030096436033001","2011-06-01","2012-05-31","2",,"0","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. DENTAL PLAN","502","2011-06-01","CONCORD COACH LINES, INC.",,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-02-20T10:03:16-0600","CRYSTAL MARSTON",,,,,148,153,1,15,169,,169,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"1","0","0","FILING_RECEIVED","2018-02-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,148,"2",,,,,,,,,
"20180220101043P030096436321001","2012-06-01","2013-05-31","2",,"0","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. DENTAL PLAN","502","2012-06-01","CONCORD COACH LINES, INC.",,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON ST",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-02-20T10:03:38-0600","CRYSTAL MARSTON",,,,,153,155,1,19,175,1,176,,,,,"4D","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"1","0","0","FILING_RECEIVED","2018-02-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,153,"2",,,,,,,,,
