"20180731173457P040066209373001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"COMMUNITY NURSING SERVICES EMPLOYEE BENEFIT PLAN","502","2012-01-01","COMMUNITY NURSING SERVICES",,,"2830 SOUTH REDWOOD RD., SUITE A",,"WEST VALLEY CITY","UT","841195625",,,,,,,,,,,,,,,,,,"870212459","8012336100","621610",,,,,,,,,,,,,,,,,,,"2018-07-31T17:33:56-0500","R SCOTT ACTON",,,,,222,218,1,0,219,,,,,,,"4A4D4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,222,"2",,,,,,,,,
"20180731173549P040066210365001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ALLOSOURCE BENEFIT PLANS","505","2012-01-01","ALLOSOURCE",,,"6278 S TROY CIRCLE",,"CENTENNIAL","CO","80111",,,,,,,,,,,,,,,,,,"841327507","7208730213","621900",,,,,,,,,,,,,,,,,,,"2018-07-31T17:33:46-0500","SHELLEY ZELIN",,,,,435,432,4,0,436,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,429,"2",,,,,,,,,
"20180731173606P030099074961001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","1","0","0","0",,"THE COMMUNITY NURSING SERVICES LIFE & DISABILITY PLAN","503","2017-01-01","COMMUNITY NURSING SERVICES",,,"2830 SOUTH REDWOOD RD., SUITE A",,"WEST VALLEY CITY","UT","841195625",,,,,,,,,,,,,,,,,,"870212459","8012336100","621610",,,,,,,,,,,,,,,,,,,"2018-07-31T17:35:31-0500","R SCOTT ACTON",,,,,308,293,0,0,293,,,,,,,"4B4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,308,"2",,,,,,,,,
"20180731173616P040046975215001","2017-01-01","2017-12-31","2",,"0",,"0","0","0",,,,,,"PRIORITY RICHMOND 401(K) & PROFIT SHARING PLAN","001","1989-01-03","ASGARD AUTOMOTIVE, INC.",,,"PO BOX 2189",,"CHESTER","VA","238318442",,,,,,,,,,,,,,,,,,"471996407","8047961800","441110",,,,,,,,,,,,,,,,,,,"2018-07-31T17:36:11-0500","DAVE PERNO","2018-07-31T17:36:11-0500","DAVE PERNO",,,150,149,0,11,160,0,160,140,5,,"2E2F2G2J2K2S2T",,"1",,"1",,"1",,"1",,"1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,136,,,,,,,,,,
"20180731173626P030099075281001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HINMAN, HOWARD & KATTELL, LLP HEALTH PLAN","503","1979-06-29","HINMAN, HOWARD & KATTELL, LLP",,"THOMAS A. CONLON, JR., PARTNER","PO BOX 5250",,"BINGHAMTON","NY","139025250",,,,,,,"700 SECURITY MUTUAL BUILDING","80 EXCHANGE STREET","BINGHAMTON","NY","139013490",,,,,,,"150561878","6077235341","541110",,,,,,,,,,,,,,,,,,,"2018-07-31T17:35:58-0500","THOMAS CONLON","2018-07-31T17:35:58-0500","THOMAS CONLON",,,177,175,2,0,177,,177,,,,,"4A4D4E4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,175,"2",,,,,,,,,
"20180731173627P030099075313001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"THE CONICO MANAGEMENT WELFARE BENEFITS PLAN","501","2005-08-01","HONG HOLDINGS LLC","CONICO MANAGEMENT",,"4520 EAST THOUSAND OAKS","STE. 200","WESTLAKE VILLAGE","CA","91362",,,,,,,,,,,,,,,,,,"271630622","8053731880","447100",,,,,,,,,,,,,,,,,,,"2018-07-31T17:35:22-0500","JOHN YU","2018-07-31T17:35:22-0500","JOHN YU",,,170,138,0,4,142,,,,,,,"4A4B4D","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,148,"2",,,,,,,,,
"20180731173630P040066211581001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TRUE COMPANIES EMPLOYEES 401K SAVINGS PLAN","002","1988-04-01","TRUE DRILLING LLC",,"TAX DEPARTMENT","PO BOX 2360",,"CASPER","WY","82602",,,,,,,,,,,,,,,,,,"830171045","3072379301","211110",,,,,,,,,,,,,,,,,,,"2018-07-31T17:34:34-0500","DAVID TRUE",,,,,917,668,101,58,827,0,827,726,24,,"2G2J2E2F",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,767,,,,,,,,,,
"20180731173650P030099075585001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","1","0","0","0",,"KODA CREATIVE LLC","001","2017-01-01","KODA CREATIVE LLC",,,"7843 GIRARD AVE STE C",,"LA JOLLA","CA","920374258",,,,,,,"7843 GIRARD AVE STE C",,"LA JOLLA","CA","920374258",,,,,,,"460624414","8584595632","812990",,,,,,,,,,,,,,,,,,,"2018-07-31T17:36:18-0500","CHENG TAN",,,,,17,13,0,0,13,0,13,2,0,,"2J",,"0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,13,"2",,,,,,,,,
"20180731173654P030004656165001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"NUFARM AMERICAS INC WELFARE BENEFIT PLAN","555","2001-01-01","NUFARM AMERICAS INC","NUFARM AMERICAS",,"11901 S AUSTIN AVE",,"ALSIP","IL","608036013",,,,,,,"11901 S AUSTIN AVE",,"ALSIP","IL","608036013",,,,,,,"362071342","7083771408","325200",,,,,,,,,,,,,,,,,,,"2018-07-31T17:36:35-0500","KELLY MILLER",,,,,263,237,,,237,,237,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,263,"2",,,,,,,,,
"20180731190632P030094476375001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PROFIT SHARING","001","1998-01-01","MGS ENGINEERING CONSULTANTS, INC.",,,"7326 BOSTON HARBOR RD NE",,"OLYMPIA","WA","985069766",,,,,,,"7326 BOSTON HARBOR RD NE",,"OLYMPIA","WA","985069766",,,,,,,"911831081","3605703450","541330",,,,,,,,,,,,,,,,,,,"2018-07-31T19:03:25-0500","BRUCE BARKER",,,,,2,2,0,0,2,0,2,2,0,,"2E2G",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-07-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
