"20180727082947P030004134117001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"OLYMPUS HOLDINGS AND AFFILIATES HEALTH & LIFE PLAN","501","1995-01-01","OLYMPUS HOLDINGS AND AFFILIATES",,,"67 PARK PLACE EAST",,"MORRISTOWN","NJ","07960",,,,,,,,,,,,,,,,,,"202628892","9737530182","551112",,,,,,,,,,,,,,,,,,,"2018-07-27T08:28:11-0500","TAMMY MIKALOUSKAS",,,,,132,121,0,0,121,,,,,,,"4A4B4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,132,"2",,,,,,,,,
"20180727083001P040058069981001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DISABILITY MANAGERMENT SERVICES, INC. EMPLOYEE WELFARE PLAN","502","1997-04-01","DISABILITY MANAGEMENT SERVICES, INC.",,"TIFFANY GREENE","1350 MAIN ST STE 1600",,"SPRINGFIELD","MA","011031627",,,,,,,"1350 MAIN ST STE 1600",,"SPRINGFIELD","MA","011031627",,,,,,,"061427246","4135231130","524290",,,,,,,,,,,,,,,,,,,"2018-07-26T14:42:36-0500","TIFFANY GREENE","2018-07-26T14:42:36-0500","TIFFANY GREENE",,,144,154,0,0,154,0,154,,0,,,"4A4B4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","8","1","0","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,144,"2","1",,,,,,,,
"20180727083008P040041328895001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"KV MATHEW MD PC EMPLOYEES PROFIT SHARING PLAN","002","1976-06-10","K V MATHEW MD PC",,,"604 THOMPSON DAIRY WAY",,"ROCKVILLE","MD","20850",,,,,,,"4448 OAKBRIDGE SUITE A",,"FLINT","MI","48532",,,,,,,"382082322","8102307905","621112",,,,,,,,,,,,,,,,,,,"2018-07-27T07:50:13-0500","K V MATHEW",,,,,3,3,0,0,3,0,3,3,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180727083012P040058070333001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FORTE RESEARCH SYSTEMS, INC. EMPLOYEE WELFARE PLAN","501","2006-01-01","FORTE RESEARCH SYSTEMS, INC.",,,"1200 JOHN Q. HAMMONS DRIVE","SUITE 300","MADISON","WI","537171967",,,,,,,,,,,,,,,,,,"411965904","6088266000","424210",,,,,,,,,,,,,,,,,,,"2018-07-27T08:29:37-0500","JACOB REUTER",,,,,137,173,,,173,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,136,"2",,,,,,,,,
"20180727092400P040058146813001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MACLEAN-FOGG COMPANY PROFIT SHARING AND SAVINGS PLAN","003","1959-01-01","MACLEAN-FOGG COMPANY",,,"1000 ALLANSON ROAD",,"MUNDELEIN","IL","60060",,,,,,,,,,,,,,,,,,"362431745","8475660010","332700",,,,,,,,,,,,,,,,,,,"2018-07-27T09:16:04-0500","GEORGE KRUEGER",,,,,2679,2356,9,487,2852,9,2861,2794,341,,"2E2F2G2J2K2S2T",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","2","1","1","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2183,,,,,,,,,,
"20180727092407P040058146973001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"UNITED STATES BOWLING CONGRESS LONG TERM DISABILITY PLAN","504","1997-02-01","UNITED STATES BOWLING CONGRESS",,,"621 SIX FLAGS DRIVE",,"ARLINGTON","TX","760116305",,,,,,,,,,,,,,,,,,"201224922","8173858300","813000","UNITED STATES BOWLING CONGRESS",,"621 SIX FLAGS DRIVE",,"ARLINGTON","TX","760116305",,,,,,,"201224922","8173858300",,,,"2018-07-27T09:23:22-0500","CHAD MURPHY",,,,,141,141,0,0,141,,,,,,,"4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,141,"2",,,,,,,,,
"20180727092413P030085327175001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CGFNS INTERNATIONAL, INC. WELFARE AND FLEXIBLE BENEFITS PLAN","501","1990-07-01","CGFNS INTERNATIONAL, INC.",,,"3600 MARKET STREET, STE 400",,"PHILADELPHIA","PA","191042647",,,,,,,,,,,,,,,,,,"232026352","2152228454","611000",,,,,,,,,,,,,,,,,,,"2018-07-27T09:19:09-0500","LEO CLAYBOSS",,,,,206,207,,,207,,207,,,,,"4A4B4D4E4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,206,"2",,,,,,,,,
"20180727092422P030085327463001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BANK OF FOREST EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","003","1999-01-01","BANK OF FOREST",,,"211 WEST THIRD STREET",,"FOREST","MS","39074",,,,,,,,,,,,,,,,,,"640157923","6014693663","522110",,,,,,,,,,,,,,,,,,,"2018-07-27T09:24:14-0500","ALLEN BRELAND","2018-07-27T09:24:14-0500","ALLEN BRELAND",,,56,39,0,10,49,0,49,49,3,,"2O2Q",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,46,,,,,,,,,,
"20180727092425P030085327527001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ELON UNIVERSITY FULLY INSURED HEALTH AND WELFARE PLAN","505","2000-03-01","ELON UNIVERSITY",,,"CAMPUS BOX 2070",,"ELON","NC","27244",,,,,,,,,,,,,,,,,,"560532303","3362785560","611000",,,,,,,,,,,,,,,,,,,,,,,,,1312,1372,17,0,1389,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2018-07-27",,,,,,"1",,,,,,,,,,,,,,,,,1312,"2",,,"2018-07-27T07:00:00-0500","GERALD WHITTINGTON",,,,,
"20180727092442P030085328215001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"HEALTH AND WELFARE PLAN","501","2017-01-01","THE WATERGATE HOTEL",,,"2650 VIRGINIA AVE NW",,"WASHINGTON","DC","20037",,,,,,,,,,,,,,,,,,"320395273","2028271600","721110",,,,,,,,,,,,,,,,,,,"2018-07-27T09:23:32-0500","JAY NELLIOT",,,,,150,150,0,0,150,,,,,,,"4A4B4D4E4F4H4Q","0","0","0","1","1","0","0","0","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-07-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,144,"2",,,,,,,,,
