"20180614141014P040138751937001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MARVIN WEITZMAN, O.D. PROFIT SHARING PLAN","003","1976-11-01","MARVIN WEITZMAN, O.D.",,,"9450 SCRANTON RD.","SUITE 111","SAN DIEGO","CA","92121",,,,,,,,,,,,,,,,,,"953447399","8585580606","621320",,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,4,0,4,4,0,,"2A2E2H2J2K2R3B3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-06-14",,,,,,"1",,,,,,,,,,,,,,,,,4,,,,"2018-06-14T07:00:00-0500","M. WEITZMAN",,"2018-06-14T07:00:00-0500","M. WEITZMAN",,
"20180614141124P040004861321001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"KENS FOODS, INC. HEALTH AND WELFARE PLAN","503","1989-09-01","KENS FOODS, INC.",,,"ONE D'ANGELO DRIVE",,"MARLBOROUGH","MA","01752",,,,,,,,,,,,,,,,,,"042235187","5082291100","311900",,,,,,,,,,,,,,,,,,,,,,,,,1041,1080,5,0,1085,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","3",,,,"FILING_RECEIVED","2018-06-14",,,,,,"1",,,,,,,,,,,,,,,,,1036,"2",,,"2018-06-14T03:00:00-0500","JAMES SUTHERBY",,,,,
"20180614141211P040129338007001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WORGESS AGENCY, INC. EMPLOYEES' PROFIT SHARING/ 401(K) PLAN","001","1963-07-27","WORGESS AGENCY, INC.",,,"2 WEST MICHIGAN STE 100",,"BATTLE CREEK","MI","490173523",,,,,,,,,,,,,,,,,,"381678258","2699653221","524210",,,,,,,,,,,,,,,,,,,,,,,,,12,11,,1,12,0,12,12,0,,"2E2F2J2K2G2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-14",,,,,,"1",,,,,,,,,,,,,,,,,10,,,,"2018-06-13T23:00:00-0500","JACOB R WORGESS",,,,,
"20180614141508P030088990013001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SMART CREATIONS INC. PROFIT SHARING PLAN & TRUST","001","1989-01-01","SMART CREATIONS, INC.",,,"1799 ST. JOHNS AVENUE",,"HIGHLAND PARK","IL","60035",,,,,,,,,,,,,,,,,,"362378803","8474433451","448310",,,,,,,,,,,,,,,,,,,"2018-05-31T12:04:13-0500","ROBERT DUBINSKY","2018-05-31T12:04:19-0500","ROBERT DUBINSKY",,,4,4,0,0,4,0,4,4,0,,"2E2F2G2J2K",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-06-14","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180614141519P030088990621001","2017-01-01","2017-08-31","2",,"0","0","1","1","0","1","0","0","0",,"PDR 401(K) PLAN","001","2004-01-01","SAMTAY, INC.",,,"1704 HEMPSTEAD LANE",,"LANCASTER","PA","17601",,,,,,,,,,,,,,,,,,"233039711","7172916000","238300",,,,,,,,,,,,,,,,,,,,,,,,,126,0,0,0,0,0,0,0,5,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","0","0","FILING_RECEIVED","2018-06-14",,,,,,"1",,,,,,,,,,,,,,,,,85,,,,"2018-06-13T23:00:00-0500","NAZARENO REGALBUTO",,,,,
"20180614141627P030135043825001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BEVERAGE CENTER ASSOCIATES, INC. 401(K) PROFIT SHARING PLAN AND TRUST","001","1995-01-01","BEVERAGE CENTER ASSOCIATES, INC","THRIFTY BEVERAGES",,"187 N HAMILTON ST",,"POUGHKEEPSIE","NY","126012017",,,,,,,"187 N HAMILTON ST",,"POUGHKEEPSIE","NY","126012017",,,,,,,"141699978","8454541490","453990",,,,,,,,,,,,,,,,,,,"2018-06-14T14:16:14-0500","LUDWIG BACH",,,,,81,72,0,11,83,0,83,22,0,,"2J2E",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,68,"2",,,,,,,,,
"20180614141653P030135044305001","2017-01-01","2017-12-31","2",,"0","0","0","0","1","1","0","0","0",,"ACCO BRANDS CORPORATION 401(K) PLAN","002","2005-08-16","ACCO BRANDS CORPORATION",,,"FOUR CORPORATE DRIVE",,"LAKE ZURICH","IL","60047",,,,,,,,,,,,,,,,,,"362704017","8475419500","339900",,,,,,,,,,,,,,,,,,,"2018-06-14T10:16:09-0500","THOMAS CATHCART",,,,,4137,2512,63,1066,3641,14,3655,3511,0,,"2F2G2J2K2S2T3H2E",,"1","0","1","0","1","0","1","0","1","0",,"1","0","1","1","1","1","0","FILING_RECEIVED","2018-06-14","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3065,,,,,,,,,,
"20180614141724P040138759345001","2017-07-01","2017-08-31","2",,"0","0","1","1","0","1","0","0","0",,"EVERYMAN INVESTMENTS, INC. 401(K) PLAN","001","2010-10-05","EVERYMAN INVESTMENTS, INC.",,,"8 WILDFLOWER COURT",,"GREENVILLE","SC","29615",,,,,,,,,,,,,,,,,,"273623021","8643135330","541213",,,,,,,,,,,,,,,,,,,"2018-06-14T14:16:57-0500","HAROLD HUNTE","2018-06-14T14:16:57-0500","HAROLD HUNTE",,,1,0,0,0,0,0,0,0,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-14","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180614141725P030005303221001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"J-BACO ENTERPRISES, LLC ACCIDENT PROTECTION PLAN","501","1991-04-16","J-BACO ENTERPRISES, LLC",,,"2207 FLAMELEAF COURT",,"CONROE","TX","77384",,,,,,,,,,,,,,,,,,"342029392","9363212314","722513",,,,,,,,,,,,,,,,,,,,,,,,,231,331,,,331,,,,,,,"4A4D4E4F","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-06-14",,,,,,"1",,,,,,,,,,,,,,,,,231,"2",,,"2018-05-30T23:00:00-0500","JULITA BOLEN",,,,,
"20180614141727P030135044785001","2017-01-01","2017-12-31","2",,"1",,,,,,,,,,"ST. CLAIR ADVISORS, LLC 401(K) PROFIT SHARING PLAN","001","2017-01-01","ST. CLAIR ADVISORS, LLC",,,"6120 PARKLAND BLVD, SUITE 306",,"MAYFIELD HEIGHTS","OH","44124",,,,,,,,,,,,,,,,,,"261481384","2169255681","523900",,,,,,,,,,,,,,,,,,,,,,,,,9,8,,1,9,,9,9,,,"2E2G2J2K3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-06-14",,,,,,"1",,,,,,,,,,,,,,,,,9,,,,"2018-06-12T07:00:00-0500","RONALD BATES",,,,,
