"20180618151446P040004075527001","2017-01-01","2017-12-31","2",,"0","1","0","0","0","0","0","0","0",,"MIZZOURI RETIREMENT AND INVESTMENT PLAN","001","2014-01-01","PSH RESEARCH, INC.",,,"2000 MALLORY LANE","SUITE 130-122","FRANKLIN","TN","37067",,,,,,,,,,,,,,,,,,"464299461","6154006538","541910",,,,,,,,,,,,,,,,,,,"2018-06-18T15:14:34-0500","MICHAEL HAGERTY","2018-06-18T15:14:34-0500","MICHAEL HAGERTY",,,3,3,0,0,3,0,3,2,0,,"2E2J2K2G",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180618151511P030002906199001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"FIRST CITY CREDIT UNION BENEFIT PLAN","501","1998-01-01","FIRST CITY CREDIT UNION",,,"PO BOX 86008",,"LOS ANGELES","CA","900860008",,,,,,,,,,,,,,,,,,"951679662","2134823477","522130",,,,,,,,,,,,,,,,,,,"2018-06-18T14:43:14-0500","MARY RUBIO","2018-06-18T14:43:14-0500","MARY RUBIO",,,110,129,0,0,129,,,,,,,"4A4B4D4E4H4Q","1",,,,"1",,,,,,,,,"1","7",,,,"FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,110,"2",,,,,,,,,
"20180618202027P030004166353001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"OASIS AT HOME INC. RETIREMENT PLAN","001","2013-08-15","OASIS AT HOME INC.",,,"5933 PEACHTREE INDUSTRIAL BLVD","SUITE B 1","PEACHTREE CORNERS","GA","30092",,,,,,,,,,,,,,,,,,"463422976","7709031220","453990",,,,,,,,,,,,,,,,,,,"2018-06-18T21:17:51-0500","DAVID R. ESAU",,,,,3,2,0,1,3,0,3,3,1,,"2E2G2R3D3H",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180618202512P030004172209001","2017-01-01","2017-12-31","4","M",,,,,,,,,,,"BMS CO AGGREGATE MASTER TRUST FUND","112","1971-01-01","BRISTOL-MYERS SQUIBB COMPANY",,,"345 PARK AVENUE",,"NEW YORK","NY","101540004",,,,,,,"345 PARK AVENUE",,"NEW YORK","NY","101540004",,,,,,,"046767867","2125464000","325410","BRISTOL-MYERS SQUIBB COMPANY SAVINGS PLAN COMMITTEE",,"ROUTE 206 PROVINCE LINE ROAD",,"PRINCETON","NJ","08543",,,,,,,"046767867","6092524000",,,,,,,,"2018-06-18T20:44:21-0500","LISA S. GOLDEY",0,,,,0,,0,,,,,,,,,,,,,,,,,"1",,"1","5","1","1",,"FILING_RECEIVED","2018-06-18",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,
"20180618202952P030004178593001","2017-07-19","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"HR ADVENTURES, INC. 401(K) PROFIT SHARING PLAN","001","2017-07-19","HR ADVENTURES, INC.",,,"3412 TRENARY LANE",,"COLORADO SPRINGS","CO","80918",,,,,,,,,,,,,,,,,,"822219629","7198889967","812112",,,,,,,,,,,,,,,,,,,"2018-06-18T20:07:10-0500","JOSEPH STUCHEL",,,,,1,1,0,0,1,0,1,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180618203500P040004747415001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SELF-EMPLOYED 401K PLAN FOR JAMES M RADIGAN","001","2004-04-29","J RAD SYSTEMS, INC",,"JAMES M RADIGAN","5900 LAKE SUNSET LN",,"HUME","VA","226391934",,,,,,,"5900 LAKE SUNSET LN",,"HUME","VA","226391934",,,,,,,"200601835","7032448740","541600",,,,,,,,,,,,,,,,,,,"2018-06-18T20:33:57-0500","JAMES RADIGAN","2018-06-18T20:33:58-0500","JAMES RADIGAN",,,1,1,0,0,1,0,1,1,0,,"2E2G2J2R",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180618211651P040001658733001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","0","0","0","0",,"CORK N CREATIONS, INC. 401(K) PLAN","001","2014-07-28","CORK N CREATIONS, INC.",,,"16650 S. OAK PARK AVE, UNIT #3",,"TINLEY PARK","IL","60477",,,,,,,,,,,,,,,,,,"471445345","7084292787","711510",,,,,,,,,,,,,,,,,,,"2018-06-18T21:12:15-0500","KAREN M. COLEMAN",,,,,1,0,0,0,0,0,0,0,,,"2E2J2K2F2G3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180618131642P030003461521001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CANACCORD GENUITY CONSOLIDATED WELFARE BENEFITS","502","1997-01-01","CANACCORD GENUITY, INC.",,,"99 HIGH STREET","SUITE 1200","BOSTON","MA","02110",,,,,,,,,,,,,,,,,,"200779566","2123898000","523110",,,,,,,,,,,,,,,,,,,"2018-06-18T13:16:10-0500","KIMBERLEY B SINGER","2018-06-18T13:15:09-0500","KIMBERLEY B SINGER",,,274,249,14,0,263,,,,,,,"4A4B4D4E4H","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,259,"2",,,,,,,,,
"20180618131825P030002740983001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"REGENCY SENIOR LIVING, LLC EMPLOYEE BENEFITS PLAN","501","2006-03-01","REGENCY SENIOR LIVING, LLC",,,"6711 MOUNTAIN VIEW ROAD","SUITE 205","OOLTEWAH","TN","37363",,,,,,,,,,,,,,,,,,"203506919","4232388087","531110",,,,,,,,,,,,,,,,,,,"2018-06-18T13:14:57-0500","PAUL EIRICH III",,,,,112,111,1,0,112,,,,,,,"4A4B4D4E4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,112,"2",,,,,,,,,
"20180618132015P030003470193001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RAYMOND ALEXANDER ASSOCIATES INC PROFIT SHARING PLAN & TRUST","001","1984-01-01","RAYMOND ALEXANDER ASSOCIATES INC.",,,"97 LACKAWANNA AVE","#102","TOTOWA","NJ","07512",,,,,,,"97 LACKAWANNA AVE","#102","TOTOWA","NJ","07512",,,,,,,"222235795","9732561000","561300","RICHARD J SHEELER & CO., LLP",,"544 LAFAYETTE AVENUE",,"HAWTHORNE","NJ","07506",,,,,,,"223484485","9733040026",,,,"2018-06-18T13:20:00-0500","RICHARD J. SHEELER CPA",,,,,1,1,0,0,1,0,1,1,0,,"2E",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-18","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
