"20180822144944P040134882567001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","1","0","0","0",,"WITT/KIEFFER INC. HEALTH PLAN","503","2002-01-01","WITT/KIEFFER INC.",,,"2015 SPRING ROAD","SUITE 510","OAK BROOK","IL","60523",,,,,,,,,,,,,,,,,,"362919320","6305756121","541600",,,,,,,,,,,,,,,,,,,"2018-08-22T14:49:07-0500","TAMMY WEBBER",,,,,202,0,,,0,,,,,,,"4A","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,202,"2",,,,,,,,,
"20180822145046P040134883719001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"PARSONS HEALTH AND WELFARE BENEFIT PLAN","501","2001-11-01","PARSONS ELECTRIC LLC",,,"5960 MAIN ST NE",,"MINNEAPOLIS","MN","55432",,,,,,,,,,,,,,,,,,"061635069","7635718000","238210",,,,,,,,,,,,,,,,,,,"2018-08-22T14:50:33-0500","MIKE NORTHQUEST",,,,,276,276,4,0,280,,,,,,,"4A4B4D4E4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,258,"2",,,,,,,,,
"20180822085542P030144773473001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"HADLEY EXHIBITS, INC. 401(K) PROFIT SHARING PLAN","001","1971-04-01","HADLEY EXHIBITS, INC.",,,"1700 ELMWOOD AVE.",,"BUFFALO","NY","142072408",,,,,,,,,,,,,,,,,,"833524025","7168743666","541990",,,,,,,,,,,,,,,,"HADLEY EXHIBITS, INC.","160847690","001","2018-08-22T04:55:28-0500","THEODORE JOHNSON",,,,,53,52,1,5,58,0,58,51,2,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,50,,,,,,"HADLEY EXHIBITS, INC 401(K) PROFIT SHARING PLAN",,,,
"20180822085724P040134409463001","2017-01-01","2017-12-31","3",,"0","0","0","0","0","1","0","0","0",,"KAINOS (TX) CAPITAL 401(K) PLAN","001","1990-10-01","KAINOS CAPITAL, LP DBA KAINOS (TX) CAPITAL, LP",,,"2100 MCKINNEY AVE SUITE 1600",,"DALLAS","TX","75201",,,,,,,,,,,,,,,,,,"454225109","2147407300","541990",,,,,,,,,,,,,,,,,,,"2018-08-22T08:56:35-0500","SUSAN MAHAFFEY",,,,,55,31,0,26,57,0,57,56,0,,"2E2F2G2J2K2T3H3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","0","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,28,,,,,,,,,,
"20180822085854P030000139194001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"FEDERAL HOME LOAN BANK OF ATLANTA 401(K) SAVINGS PLAN","002","1971-03-01","FEDERAL HOME LOAN BANK OF ATLANTA",,,"1475 PEACHTREE STREET, N.E.",,"ATLANTA","GA","303093003",,,,,,,,,,,,,,,,,,"566000442","4048888019","522190",,,,,,,,,,,,,,,,,,,"2018-08-22T08:58:31-0500","KIM LONGACRE","2018-08-22T08:58:31-0500","KIM LONGACRE",,,440,325,8,104,437,0,437,437,4,,"2E2F2G2J2R2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,317,,,,,,,,,,
"20180822085932P040134415671001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","1","0",,"PROGRESSIVE SURFACE, INC. ANCILLARY PLAN","503","2008-01-01","PROGRESSIVE SURFACE, INC.",,,"4695 DANVERS DRIVE SE",,"GRAND RAPIDS","MI","49512",,,,,,,,,,,,,,,,,,"381883567","6162858311","333200",,,,,,,,,,,,,,,,,,,,,,,,,119,122,0,0,122,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-08-22",,,,,,"1",,,,,,,,,,,,,,,,,119,"2",,,"2018-08-21T23:00:00-0500","CINDY NELSON",,,,,
"20180822085956P030135973655001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"RAMEY-ESTEP HOMES, INC. 401(K) RETIREMENT SAVINGS PLAN","001","1990-09-05","RAMEY-ESTEP HOMES, INC.",,,"2901 PIGEON ROOST RD",,"RUSH","KY","41168",,,,,,,"2901 PIGEON ROOST RD",,"RUSH","KY","41168",,,,,,,"610595497","6069289835","624100",,,,,,,,,,,,,,,,,,,"2018-08-22T04:59:17-0500","TISH EVANS",,,,,169,143,0,33,176,1,177,95,3,,"2F2G2J2K2T3D2E",,"1","0","1","0","1","0","1","0","1","0",,"1","0","1","1","1","0","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,141,,,,,,,,,,
"20180822090016P030135974423001","2017-04-01","2018-03-31","2",,,,,,,,,,,,"3W ENTERPRISES PROFIT-SHARING PLAN","001","2005-03-01","3W ENTERPRISES INC",,,"4496 MAHONING AVE. NO.274",,"YOUNGSTOWN","OH","44515",,,,,,,,,,,,,,,,,,"202428310","3305444768","541600","3W ENTERPRISES INC",,"4496 MAHONING AVE",,"YOUNGSTOWN","OH","44515",,,,,,,"202528310","3305444768",,,,"2018-08-16T13:18:28-0500","JOSEPH WOJTOWICZ",,,,,3,3,0,0,3,0,3,1,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180822090059P030005577081001","2017-01-01","2017-12-31","2",,"0",,"0","0","0","1",,,,,"CONCENTRIC ROCKFORD INC. EMPLOYEES' 401(K) SAVINGS PLAN","003","1989-02-21","CONCENTRIC ROCKFORD INC.",,,"2222 15TH ST",,"ROCKFORD","IL","611047313",,,,,,,,,,,,,,,,,,"363262177","8153874566","339900",,,,,,,,,,,,,,,,,,,"2018-08-22T09:00:53-0500","MARTIN BRADFORD","2018-08-22T09:00:53-0500","MARTIN BRADFORD",,,247,173,0,56,229,0,229,221,9,,"2E2G2J2K2S2T3C3D",,"1",,"1",,"1",,"1",,"1","0","0","1","0","1","3","1","1","0","FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,163,,,,,,,,,,
"20180822090127P030135977415001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"APPLIED VIDEO TECHNOLOGY, INC. 401(K) PROFIT SHARING PLAN AND TRUST","002","2002-01-01","APPLIED VIDEO TECHNOLOGY, INC.",,,"2218 KIMBERTON ROAD",,"KIMBERTON","PA","19442",,,,,,,,,,,,,,,,,,"232835266","6104070776","443142",,,,,,,,,,,,,,,,,,,"2018-08-22T10:01:01-0500","BETH MACLELLAND",,,,,15,22,,,22,,22,16,,,"2E2G2J2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-22","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,,,,,,
