"20180629152004P040014657213001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"OBLON, MCCLELLAND, MAIER & NEUSTADT LONG TERM DISABILITY PLAN","502","1985-03-01","OBLON, MCCLELLAND, MAIER & NEUSTADT, L.L.P.",,,"1940 DUKE STREET",,"ALEXANDRIA","VA","22314",,,,,,,,,,,,,,,,,,"541080193","7034133000","541110",,,,,,,,,,,,,,,,,,,,,,,,,399,388,2,0,390,,,,,,,"4B4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-29",,,,,,"1",,,,,,,,,,,,,,,,,399,"2",,,"2018-06-28T07:00:00-0500","KATHLEEN A. PROCUNIER",,,,,
"20180629094509P030028700647001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"YUMA SOLUTIONS, INC. 401(K) PLAN","001","2016-01-01","YUMA SOLUTIONS, INC.",,,"601 S. FREMONT AVENUE",,"TAMPA","FL","33606",,,,,,,,,,,,,,,,,,"593470751","8509424445","541512",,,,,,,,,,,,,,,,,,,"2018-06-29T09:44:37-0500","MOON MILLS",,,,,15,11,0,3,14,0,14,10,0,,"2A2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,14,,,,,,,,,,
"20180629094525P040029179841001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BYRD AND BYRD, LLP PROFIT SHARING PLAN AND TRUST","001","2000-01-01","BYRD AND BYRD, LLP",,,"1646 EMERSON STREET, SUITE A",,"JACKSONVILLE","FL","32207",,,,,,,,,,,,,,,,,,"271217781","9047310990","541110",,,,,,,,,,,,,,,,,,,"2018-06-29T09:44:19-0500","CONNIE J. BYRD","2018-06-29T09:44:19-0500","TERRY L. BYRD",,,5,5,0,0,5,0,5,5,2,,"2A2E3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180629094538P040029180417001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GROUP LONG TERM DISABILITY INSURANCE FOR EMPLOYEES OF BURLINGTON CAPTIAL LLC","507","2010-01-01","BURLINGTON CAPITAL LLC",,,"1004 FARNAM STREET, SUITE 400",,"OMAHA","NE","68102",,,,,,,,,,,,,,,,,,"470776455","4024441630","523900",,,,,,,,,,,,,,,,,,,"2018-06-29T09:45:31-0500","ANN M. BRUNER","2018-06-29T09:45:31-0500","ANN M. BRUNER",,,213,223,0,0,223,,,,,,,"4A4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,213,"2",,,,,,,,,
"20180629094754P040029186785001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"CITY LINK EXPRESS, INC. 401(K) PLAN","001","2007-11-30","CITY LINK EXPRESS, INC.",,,"100 G PIEDMONT CT",,"DORAVILLE","GA","30340",,,,,,,,,,,,,,,,,,"582556385","7704098994","484110",,,,,,,,,,,,,,,,,,,"2018-06-29T05:47:35-0500","DAVE THOMPSON",,,,,37,30,0,3,33,0,33,18,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,34,,,,,,,,,,
"20180629094856P030001123785001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"AVAILABLE PLASTICS, INC. 401(K) PLAN","001","1998-01-01","AVAILABLE PLASTICS, INC.",,,"5020 BEECHMONT DRIVE",,"HUNTSVILLE","AL","35811",,,,,,,,,,,,,,,,,,"630743184","2568594957","326100",,,,,,,,,,,,,,,,,,,"2018-06-29T05:46:54-0500","CAROL FEE",,,,,34,34,0,2,36,0,36,30,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,31,,,,,,,,,,
"20180629095001P040029192273001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"INGRAM EMPLOYEE BENEFITS PLAN","504","1978-12-01","INGRAM INDUSTRIES INC.",,,"P. O. BOX 23049","4400 HARDING ROAD","NASHVILLE","TN","372023049",,,,,,,,,,,,,,,,,,"620673043","6152988200","483000",,,,,,,,,,,,,,,,,,,"2018-06-29T09:47:31-0500","CHRISTINE CLARK",,,,,5678,5418,73,0,5491,,,,,,,"4A4B4D4E4G4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5592,"2",,,,,,,,,
"20180629095020P030028705831001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LINDA J. SANDLIN 401(K) PLAN","003","2008-01-01","LINDA J. SANDLIN",,,"486 CLIFTON COURT",,"MARCO ISLAND","FL","34145",,,,,,,,,,,,,,,,,,"650299468","2396426690","531210",,,,,,,,,,,,,,,,,,,"2018-06-29T09:12:14-0500","LINDA SANDLIN",,,,,3,2,0,0,2,0,2,2,0,,"2E2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180629095021P030001123833001","2017-01-04","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"ALLAKOM GROUP, INC. 401(K) PROFIT SHARING PLAN","001","2017-01-04","ALLAKOM GROUP, INC.",,,"1028 DIAMOND BLVD",,"SOUTHLAKE","TX","76092",,,,,,,,,,,,,,,,,,"814862024","8179121911","522300",,,,,,,,,,,,,,,,,,,"2018-06-29T09:47:08-0500","WYATT BLACKBURN",,,,,1,1,0,0,1,0,1,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180629095113P040026929639001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DENTAL HEALTH PROFESSIONALS, P.C. NEW COMPARABILITY 401(K) PROFIT SHARING PLAN","002","1999-01-01","DENTAL HEALTH PROFESSIONALS, P.C.",,,"15 BURNHAM ROAD",,"METHUEN","MA","01844",,,,,,,,,,,,,,,,,,"042542704","9786861983","621210",,,,,,,,,,,,,,,,,,,"2018-06-27T13:41:42-0500","DAVID K SPRINGWATER","2018-06-27T13:41:42-0500","DAVID K SPRINGWATER",,,18,16,,3,19,,19,19,0,,"2A2E2F2G2J2R2T3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-06-29","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,16,,,,,,,,,,
