"20180719134208P030071394913001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HAMMER PACKAGING FLEXIBLE BENEFIT PLAN","501","1990-01-01","HAMMER PACKAGING",,,"200 LUCIUS GORDON DRIVE",,"WEST HENRIETTA","NY","14586",,,,,,,"200 LUCIUS GORDON DRIVE",,"WEST HENRIETTA","NY","14586",,,,,,,"160446670","5853500170","323100",,,,,,,,,,,,,,,,,,,"2018-07-19T13:40:42-0500","ANN MARIE GRAHAM",,,,,480,489,5,0,494,,,,,,,"4A4B4D4E4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,470,"2",,,,,,,,,
"20180719092419P030051213901001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"AVANT, INC 401(K) PLAN","001","2015-02-01","AVANT, LLC.",,,"222 N. LASALLE ST","SUITE 1700","CHICAGO","IL","60601",,,,,,,,,,,,,,,,,,"461341612","3127637459","522291",,,,,,,,,,,,,,,,"AVANT, INC","461341612","001","2018-07-19T09:24:00-0500","CHRIS ARMSEY",,,,,606,379,0,111,490,0,490,350,0,,"2E3D2G2J2K2F2T3H",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,428,,,,,,"AVANT, INC 401(K) PLAN",,,,
"20180719092444P030051214925001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"COBLESKILL REGIONAL HOSPITAL HEALTH AND WELFARE PLAN","502","2017-01-01","BASSETT HOSPITAL OF SCHOHARIE COUNTY","DBA COBLESKILL REGIONAL HOSPITAL",,"178 GRANDVIEW DR",,"COBLESKILL","NY","120435144",,,,,,,,,,,,,,,,,,"141772971","5182543270","622000",,,,,,,,,,,,,,,,,,,"2018-07-19T09:20:41-0500","ERIC STEIN",,,,,186,174,0,0,174,,,,,,,"4A4B4D4E4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,186,"2",,,,,,,,,
"20180719092554P030051217405001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"COMMUNITY BLOOD CENTER DENTAL PLAN","506","2001-01-01","COMMUNITY BLOOD CENTER DBA COMMUNITY TISSUE SERVICES",,,"349 SOUTH MAIN STREET",,"DAYTON","OH","454022715",,,,,,,,,,,,,,,,,,"310684163","9374613450","621900","COMMUNITY BLOOD CENTER DBA COMMUNITY TISSUE SERVICES",,"349 SOUTH MAIN STREET",,"DAYTON","OH","454022715",,,,,,,"310684163","9374613450",,,,"2018-07-19T09:24:35-0500","DON FRERICKS",,,,,473,499,1,0,500,,,,,,,"4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,470,"2",,,,,,,,,
"20180719092627P030051218461002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"FIRST WHITNEY BANK & TRUST PST (401K)","001","1996-01-01","FIRST WHITNEY BANK & TRUST",,,"223 CHESTNUT ST. BOX 271",,"ATLANTIC","IA","50022",,,,,,,,,,,,,,,,,,"420599210","7122433195","522110",,,,,,,,,,,,,,,,,,,"2018-07-18T04:14:56-0500","DEBRA PELLETT","2018-07-18T04:14:56-0500","DEBRA PELLETT",,,20,20,,,20,,20,,,,"2E2G2J3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,20,,,,,,,,,,
"20180719092627P030051218461003","2017-01-01","2017-12-31","2",,,,,,,,,,,,"ES&H CONSULTING SERVICES, INC. - HEALTH PLAN","501","1996-07-01","ENVIRONMENTAL SAFETY & HEALTH CONSULTING SERVICES, INC.",,,"P.O. BOX 9217",,"HOUMA","LA","703619217",,,,,,,,,,,,,,,,,,"721273092","9858515350","541990",,,,,,,,,,,,,,,,,,,"2018-07-12T12:32:37-0500","CHARLES LECOMPTE",,,,,673,499,,,499,,,,,,,"4A",,,,"1","1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,673,,,,,,,,,,
"20180719092627P030051218461005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"ES&H CONSULTING SERVICES, INC. - DENTAL PLAN","503","2007-01-01","ENVIRONMENTAL SAFETY & HEALTH CONSULTING SERVICES, INC.",,,"P.O. BOX 9217",,"HOUMA","LA","703619217",,,,,,,"1730 COTEAU ROAD",,"HOUMA","LA","70364",,,,,,,"721273092","9858511084","541990",,,,,,,,,,,,,,,,,,,"2018-07-13T04:44:40-0500","CHARLES LECOMPTE",,,,,555,421,,,421,,,,,,,"4D4E",,,,"1","1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,555,,,,,,,,,,
"20180719092627P030051218461004","2017-04-01","2018-03-31","2",,,,,,,,,,,,"ES&H CONSULTING SERVICES, INC. - LIFE PLAN","502","1996-07-01","ENVIRONMENTAL SAFETY & HEALTH CONSULTING SERVICES, INC.",,,"P.O. BOX 9217",,"HOUMA","LA","703619217",,,,,,,,,,,,,,,,,,"721273092",,"541990",,,,,,,,,,,,,,,,,,,"2018-07-13T05:24:02-0500","CHARLES LECOMPTE",,,,,313,241,,,241,,,,,,,"4B",,,,"1","1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,313,,,,,,,,,,
"20180719092635P040067398199001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AM PM, INC. 401(K) PLAN","001","1990-02-01","AM PM, INC.",,,"P. O. BOX 1887",,"MIDLAND","MI","486400000",,,,,,,"1380 E WACKERLY RD.",,"MIDLAND","MI","486400000",,,,,,,"381881698","9898378800","541800",,,,,,,,,,,,,,,,,,,"2018-07-19T09:25:43-0500","MARK BUSH",,,,,13,13,0,2,15,0,15,13,0,,"2E2F2G2J2K2T3D",,"1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-07-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,11,,,,,,,,,,
"20180719092641P030051218973001","2017-07-01","2018-06-30","2",,"0","0","1","0","0","0","0","0","0",,"BABUSH, NEIMAN, KORNMAN & JOHNSON, LLP PROFIT SHARING PLAN & TRUST","001","1986-01-01","BABUSH, NEIMAN, KORNMAN & JOHNSON, LLP",,,"5909 PEACHTREE DUNWOODY ROAD","SUITE 800","ATLANTA","GA","30328",,,,,,,,,,,,,,,,,,"580942047","7702611900","541211","ADMINISTRATIVE & INVESTMENT COMMITTEE","BABUSH, NEIMAN, KORNMAN & JOHNSON, LLP","5909 PEACHTREE DUNWOODY ROAD","SUITE 800","ATLANTA","GA","30328",,,,,,,"581688076","7702611900",,,,,,,,,,61,0,,,0,0,0,0,0,,"2A2E2H2J3B3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-07-19",,,,,,,,,,,,,,,,,,,,,,,50,,,,"2018-07-19T07:00:00-0500","RICHARD K BABUSH",,"2018-07-19T07:00:00-0500","RICHARD K BABUSH",,
