"20180412075818P030044754839001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"INDUSTRIAL BATTERY & CHARGER","501","2016-11-01","IND BATTERY & CHARGER",,,"PO BOX 560978",,"CHARLOTTE","NC","282560978",,,,,,,"5831 ORR ROAD",,"CHARLOTTE","NC","28213",,,,,,,"561179372","7045977330","423800",,,,,,,,,,,,,,,,,,,"2018-04-12T07:57:47-0500","SIDNEY TOMBERLIN",,,,,146,126,,,126,,126,,,,,"4A4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,146,,,,,,,,,,
"20180412075824P030044754951001","2016-07-01","2017-06-30","4","C","0","0","0","0","0","0","0","0","0",,"BNY MELLON EMERGING MARKETS STOCK INDEX FUND","243",,"THE BANK OF NEW YORK MELLON",,,"500 GRANT STREET","ROOM 4200","PITTSBURGH","PA","152580001",,,,,,,,,,,,,,,,,,"256078093","4122347500",,,,,,,,,,,,,,,,,,,,,,,,"2018-04-11T16:38:41-0500","ANNE MCCABE",,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0",,"0","1","0","FILING_RECEIVED","2018-04-12",,"Filed with authorized/valid electronic signature",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180412123332P030031378461001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GT ADVANCED TECHNOLOGIES","501","2008-04-01","GT ADVANCED TECHNOLOGIES",,,"243 DANIEL WEBSTER HWY.",,"MERRIMACK","NH","03054",,,,,,,,,,,,,,,,,,"020471760","6035892920","541330",,,,,,,,,,,,,,,,,,,"2018-04-12T12:27:12-0500","GT ADVANCED TECHNOLOGIES",,,,,75,84,3,0,87,,,,,,,"4A4B4D4E4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,69,"2",,,,,,,,,
"20180412123604P040050817665001","2017-01-01","2017-12-31","2",,"0","1","0","0","0","0","0","0","0",,"KIEL LABORATORIES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","003","2015-07-01","KIEL LABORATORIES, INC.",,,"5659 SOUTHFIELD DRIVE",,"FLOWERY BRANCH","GA","30542",,,,,,,,,,,,,,,,,,"581981081","7709650006","541330",,,,,,,,,,,,,,,,,,,"2018-04-12T12:35:41-0500","JEFFREY S. KIEL",,,,,10,15,0,1,16,0,16,16,1,,"2I2O3I",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,10,,,,,,,,,,
"20180412123847P040050825137001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"M & H ENGINEERING CO., INC. 401(K) PLAN","001","1996-01-01","M & H ENGINEERING CO., INC.",,,"183 NEWBURY STREET",,"DANVERS","MA","01923",,,,,,,,,,,,,,,,,,"042392563","9787771222","541330",,,,,,,,,,,,,,,,,,,"2018-04-12T12:36:04-0500","MICHAEL MARTENS",,,,,45,44,0,3,47,0,47,46,3,,"2E2J2K2F2G3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,39,,,,,,,,,,
"20180412124203P040050833649001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE FITZCRAFT GROUP, INC. 401(K) PROFIT SHARING PLAN","001","2015-04-06","THE FITZCRAFT GROUP, INC.",,,"2020 EDGARTOWN LANE",,"HOFFMAN ESTATES","IL","601924636",,,,,,,,,,,,,,,,,,"473647741","8472047580","812111",,,,,,,,,,,,,,,,,,,"2018-04-12T12:37:40-0500","MARK RAVENSCRAFT",,,,,2,4,0,0,4,0,4,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180412124330P040002752309001","2017-01-01","2017-08-01","2",,"0","0","1","1","0","1","0","0","0",,"BLUEGRASS FILMS 401(K) PLAN","001","2009-01-01","BLUEGRASS FILMS",,,"1880 CENTURY PARK EAST, SUITE 1600",,"LOS ANGELES","CA","90067",,,,,,,,,,,,,,,,,,"263694545","8187773134","711510",,,,,,,,,,,,,,,,,,,"2018-04-12T08:43:15-0500","JULIET MARTIN",,,,,23,0,0,0,0,0,0,0,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","1","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,17,,,,,,,,,,
"20180412124354P030045041895001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DEKA CORPORATION 401(K) PLAN","001","2011-06-04","DEKA CORPORATION",,,"1802 LARKIN WILLIAMS RD",,"FENTON","MO","63026",,,,,,,,,,,,,,,,,,"452465456","3142760804","238220",,,,,,,,,,,,,,,,,,,"2018-03-29T14:24:16-0500","KATHLEEN RENE BOWLIN","2018-03-29T14:24:16-0500","KATHLEEN RENE BOWLIN",,,2,2,0,0,2,0,2,2,0,,"2E2F2G2J2K2R3D3H",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-04-12","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180426154548P030000027434001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AMERICAN HERITAGE BANK GROUP TERM LIFE INSURANCE PLAN","501","1989-01-01","AMERICAN HERITAGE BANK",,"RICK ENGLEMAN","PO BOX 1408",,"SAPULPA","OK","740671408",,,,,,,"2 SOUTH MAIN STREET",,"SAPULPA","OK","74066",,,,,,,"730126720","9182243210","522110",,,,,,,,,,,,,,,,,,,"2018-04-26T15:44:04-0500","RICK ENGLEMAN","2018-04-26T15:44:05-0500","RICK ENGLEMAN",,,264,265,,,265,,265,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-04-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,264,"2",,,,,,,,,
"20180426154629P040017951293001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"MONARCH LATHES 401(K) PLAN","001","1991-01-01","MONARCH LATHES L.P.",,,"615 NORTH OAK AVENUE",,"SIDNEY","OH","453654609",,,,,,,,,,,,,,,,,,"311544352","2164515588","333510",,,,,,,,,,,,,,,,,,,"2018-04-25T03:31:15-0500","KAREN SOLDAT",,,,,18,14,1,3,18,0,18,16,0,,"2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-04-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,14,,,,,,,,,,
"20180426154641P040017951453001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE WILLIAM S. ABELL FOUNDATION 401(K) PLAN","001","2013-01-01","THE WILLIAM S. ABELL FOUNDATION",,,"2 WISCONSIN CIRCLE","SUITE 890","CHEVY CHASE","MD","20815",,,,,,,,,,,,,,,,,,"521435573","3016522224","813000",,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,0,1,1,0,,"2E2J2K2F2G2R3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-26",,,,,,"1",,,,,,,,,,,,,,,,,2,,,,"2018-04-26T07:00:00-0500","JANET MILLER",,,,,
"20180426154739P030028890887001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"FALL RIVER FLORIST SUPPLY CORP MEDICAL PLAN","502","2007-01-01","FALL RIVER FLORIST SUPPLY CORP",,"CHERYL LAMOTHE","119 COVE ST",,"FALL RIVER","MA","027201303",,,,,,,"119 COVE ST",,"FALL RIVER","MA","027201303",,,,,,,"352460866","5086789077","424930",,,,,,,,,,,,,,,,,,,"2018-04-26T15:46:22-0500","EDIN MASLESA","2018-04-26T15:46:22-0500","EDIN MASLESA",,,131,140,,,140,,140,,,,,"4A4D4E4F","1","0","0","0","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-04-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,131,"2",,,,,,,,,
"20180426154925P040017952701001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DEMPSTER PLAZA PEDIATRIC ASSOCIATES, LTD 401(K) PLAN","003","1984-01-01","DEMPSTER PLAZA PEDIATRIC ASSOCIATES, LTD",,,"8901 GOLF RD., STE. 303",,"DES PLAINES","IL","60016",,,,,,,,,,,,,,,,,,"362896121","8472976600","621111",,,,,,,,,,,,,,,,,,,"2018-04-26T11:49:04-0500","STEVEN SHECHTMAN",,,,,8,8,0,0,8,0,8,7,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,8,,,,,,,,,,
"20180426155059P040017954141001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"EPIC AVIATION LLC HEALTH AND WELFARE BENEFIT PLAN","501","1997-03-01","EPIC AVIATION LLC",,,"P.O. BOX 12249",,"SALEM","OR","97309",,,,,,,"3871 FAIRVIEW INDUSTRIAL DRIVE",,"SALEM","OR","97302",,,,,,,"931069451","5035662435","424700",,,,,,,,,,,,,,,,,,,"2018-04-26T15:19:20-0500","MARIAN STOGSDILL","2018-04-26T15:19:20-0500","MARIAN STOGSDILL",,,103,99,5,0,104,,,,,,,"4A4B4D4E4H4L","0","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-04-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,103,"2",,,,,,,,,
