"20180530083010P030068013837001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"MACHINE TOOL RESEARCH 401(K) PROFIT SHARING PLAN","001","1985-10-01","MACHINE TOOL RESEARCH, INC.",,,"405 BLOSSOM ROAD",,"ROCHESTER","NY","146101802",,,,,,,,,,,,,,,,,,"161225458","5852880320","333510",,,,,,,,,,,,,,,,,,,"2018-05-30T04:29:22-0500","ERIK SZAKOS",,,,,58,42,0,7,49,0,49,49,7,,"2E2F2G2J2K2T3D2R",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,52,,,,,,,,,,
"20180530083143P040105154833001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"HAMMER & STEEL, INC. PROFIT SHARING PLAN","001","1990-01-01","HAMMER & STEEL, INC.",,,"11912 MO BOTTOM ROAD",,"ST. LOUIS","MO","63042",,,,,,,,,,,,,,,,,,"431514838","3148954600","332900","HAMMER & STEEL INC.",,"11912 MO BOTTOM ROAD",,"HAZELWOOD","MO","63042",,,,,,,"431514838","3148954600",,,,"2018-05-30T08:30:57-0500","BOB LAURENCE",,,,,90,75,0,6,81,0,81,75,1,,"2E2F2H2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,
"20180531120650P030004076117001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GLENS POLISH & PAINT, INC. 401(K) PLAN","002","1998-08-01","GLENS POLISH & PAINT, INC.",,,"337 WEST AMERICAN AVE.",,"SALT LAKE CITY","UT","84101",,,,,,,,,,,,,,,,,,"870291704","8013281539","811120",,,,,,,,,,,,,,,,,,,"2018-05-31T12:05:52-0500","LARRY WARNER",,,,,10,8,0,2,10,0,10,8,0,,"2E2F2G2J2K2T3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,8,,,,,,,,,,
"20180531120700P030103249537001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"ANCILLARY BENEFIT PLAN BENEVOLENT CORPORATION CEDAR COMMUNITY","507","2017-01-01","BENEVOLENT CORPORATION CEDAR COMMUNITY",,,"5595 COUNTY ROAD Z",,"WEST BEND","WI","530959224",,,,,,,,,,,,,,,,,,"390928211","2623062100","623000",,,,,,,,,,,,,,,,,,,"2018-05-31T11:10:56-0500","CHRISTOPHER CHERNEY","2018-05-31T11:05:27-0500","KEVIN SANDER",,,408,332,4,4,340,,340,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,408,"2",,,,,,,,,
"20180531121005P030103976327001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"WEBSTER MANAGEMENT, INC. 401(K) PROFIT SHARING PLAN","001","1995-01-01","WEBSTER MANAGEMENT, INC.",,,"62B MAIN STREET",,"PORT WASHINGTON","NY","11050",,,,,,,,,,,,,,,,,,"113124708","5168833962","485320",,,,,,,,,,,,,,,,,,,"2018-05-31T08:09:41-0500","DAWN LICCIARDELLO",,,,,66,57,1,5,63,1,64,39,2,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,57,,,,,,,,,,
"20180531121010P040100234775001","2017-04-01","2018-03-31","2",,"0","0","0","0","0","0","0","0","0",,"KANSAS ORTHOPAEDIC CENTER, P.A. WELFARE BENEFITS PLAN","501","1993-04-01","KANSAS ORTHOPAEDIC CENTER, P.A.",,,"7550 WEST VILLAGE CIRCLE, SUITE 1",,"WICHITA","KS","672059364",,,,,,,,,,,,,,,,,,"481098300","3168382020","621111",,,,,,,,,,,,,,,,,,,"2018-05-31T12:03:32-0500","KERRI KARDIN",,,,,166,173,1,0,174,,,,,,,"4A4D4B4F4H4E4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,165,"2",,,,,,,,,
"20180531121156P030103981319001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"AMERICAN LUNG ASSOCIATION","001","2000-07-01","AMERICAN LUNG ASSOCIATION",,,"5601 6TH AVE S, STE 460",,"SEATTLE","WA","98108",,,,,,,,,,,,,,,,,,"131632524","2065123289","813000",,,,,,,,,,,,,,,,"AMERICAN LUNG ASSOCIATION OF THE MOUNTAIN PACIFIC","930386887","001","2018-05-31T08:11:34-0500","ANTHONY PETERSON",,,,,35,29,0,8,37,0,37,32,0,,"2F2G2J2T3D2E",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,28,,,,,,"AMERICAN LUNG ASSOCIATION OF THE MOUNTAIN PACIFIC 401K PLAN",,,,
"20180531151249P040100668055001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BUSINESS ACCIDENT TRAVEL PLAN","508","1975-01-01","WATTS WATER TECHNOLOGIES",,,"815 CHESTNUT STREET",,"NORTH ANDOVER","MA","01845",,,,,,,,,,,,,,,,,,"042916536","9786881811","332900",,,,,,,,,,,,,,,,,,,,,,,,,1917,1917,0,0,1917,,,,,,,"4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-05-31",,,,,,"1",,,,,,,,,,,,,,,,,1917,"2",,,"2018-05-22T07:00:00-0500","ANDREW PFEIFER",,,,,
"20180531151259P040100668439001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"MICHAEL D. WILSON MONEY PURCHASE PLAN","002","1984-01-01","MICHAEL D. WILSON","MICHAEL D. WILSON","MICHAEL D. WILSON","12255 W 17TH AVE",,"LAKEWOOD","CO","80215",,,,,,,"12255 W 17TH AVE",,"LAKEWOOD","CO","80215",,,,,,,"840993586","3035267345","541600",,,,,,,,,,,,,,,,,,,"2018-05-31T15:12:14-0500","MICHAEL WILSON",,,,,1,1,0,0,1,0,1,1,0,,"2C2G3B3E",,"0","0","0","1","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180531151400P030103511969001","2017-01-01","2017-12-31","2",,"0","0","1","0","0","0","0","0","0",,"LAMAR MEDIA CORP. GROUP WELFARE BENEFIT OPTIONS","503","1988-11-01","LAMAR MEDIA CORP.",,,"5321 CORPORATE BLVD.",,"BATON ROUGE","LA","70808",,,,,,,,,,,,,,,,,,"470961620","2259261000","541800",,,,,,,,,,,,,,,,,,,"2018-05-31T15:13:50-0500","TAMMY DUNCAN",,,,,3114,0,0,0,0,,,,,,,"4B4D4E4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-05-31","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3114,"2",,,,,,,,,
