"20180530070828P030101303255001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"DAMARISCOTTA BANKSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","001","1988-01-01","DAMARISCOTTA BANKSHARES, INC.",,,"P.O. BOX 999",,"DAMARISCOTTA","ME","04543",,,,,,,"25 MAIN STREET",,"DAMARISCOTTA","ME","04543",,,,,,,"010423386","2075638121","551111",,,,,,,,,,,,,,,,,,,,,,,,,67,49,0,24,73,0,73,73,4,,"2O3H3I",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-30",,,,,,"1",,,,,,,,,,,,,,,,,47,,,,"2018-05-25T07:00:00-0500","MARCIA L. BENNER",,,,,
"20180530071154P030101307559001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RECRO PHARMA, INC. DENTAL PLAN","502","2015-04-01","RECRO PHARMA, INC.",,,"490 LAPP ROAD",,"MALVERN","PA","19355",,,,,,,,,,,,,,,,,,"231667011","4843952420","424210",,,,,,,,,,,,,,,,,,,,,,,,,179,239,0,0,239,,,,,,,"4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-05-30",,,,,,"1",,,,,,,,,,,,,,,,,179,"2",,,"2018-05-28T23:00:00-0500","SUE SHARR",,,,,
"20180530093816P040097855447001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"KING APARTMENTS PROFIT SHARING PLAN AND TRUST","001","2005-01-01","I. DOMNITCH & ASSOCIATES, LP",,,"35 SOUSA DRIVE",,"SANDS POINT","NY","11050",,,,,,,,,,,,,,,,,,"202081021","7188998615","531110",,,,,,,,,,,,,,,,,,,"2018-05-30T09:36:19-0500","MARTIN M. METZ",,,,,26,0,0,0,0,0,0,0,0,,"2A2E3H3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,24,,,,,,,,,,
"20180530093909P030036586607001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"PORTNOY ENVIRONMENTAL 401(K) PLAN","001","2001-05-01","PORTNOY ENVIRONMENTAL, INC.",,,"1414 W SAM HOUSTON PKWY N","SUITE 170","HOUSTON","TX","77043",,,,,,,,,,,,,,,,,,"760649218","7138052994","541600",,,,,,,,,,,,,,,,,,,"2018-05-30T05:38:53-0500","ALAN HOPKINS",,,,,13,10,0,3,13,0,13,13,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12,,,,,,,,,,
"20180530102439P040062005277001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SECURITY NATIONAL CORPORATION GROUP VACATION BENEFIT PLAN","503","1975-01-01","SECURITY NATIONAL CORPORATION",,"HUMAN RESOURCES DEPARTMENT","601 PIERCE ST",,"SIOUX CITY","IA","511011205",,,,,,,"601 PIERCE ST",,"SIOUX CITY","IA","511011205",,,,,,,"420943329","7122776500","522110",,,,,,,,,,,,,,,,,,,"2018-05-30T10:19:59-0500","PATRICIA KRAGE",,,,,245,253,0,0,253,0,253,,,,,"4Q","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,245,"2",,,,,,,,,
"20180530102814P040040809263001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"THE BOX 401(K) PLAN","001","2004-05-01","BOX MARKET LLC",,,"101 ARCH STREET","SUITE 610","BOSTON","MA","02110",,,,,,,,,,,,,,,,,,"300892635","6172352240","523210",,,,,,,,,,,,,,,,,,,"2018-05-30T06:27:49-0500","SHAW SAW",,,,,22,14,0,8,22,0,22,22,2,,"2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,15,,,,,,,,,,
"20180530102815P040062006141001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CITY DRUG 401(K) PROFIT SHARING PLAN","001","2015-01-01","CDE, LLC",,,"131 10TH STREET",,"EVANSTON","WY","82930",,,,,,,,,,,,,,,,,,"464435422","3077894000","446110",,,,,,,,,,,,,,,,,,,"2018-05-30T08:17:21-0500","ANDREW CANNON","2018-05-30T08:17:21-0500","ANDREW CANNON",,,11,10,0,1,11,0,11,9,0,,"2E2F2G2J2R3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,10,,,,,,,,,,
"20180530103010P040062006461002","2017-02-01","2018-01-31","2",,,,,,,,,,,,"MARC B. FREEDMAN CPA, P.C. PROFIT SHARING PLAN","002","1985-09-04","MARC B. FREEDMAN CPA PC",,,"215 WEST 95TH STREET, 2R",,"NEW YORK","NY","10025",,,,,,,,,,,,,,,,,,"133256374","2126782418","541211",,,,,,,,,,,,,,,,,,,"2018-05-18T17:51:02-0500","MARC B. FREEDMAN",,,,,3,3,0,0,3,0,3,3,0,,"2E3D3B",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180530103010P040062006461001","2017-02-01","2018-01-31","2",,,,,,,,,,,,"MARC B. FREEDMAN CPA, P.C. MONEY PURCHASE PENSION PLAN","001","1985-09-04","MARC B. FREEDMAN, CPA, P.C.",,,"215 WEST 95TH STREET, 2R",,"NEW YORK","NY","10025",,,,,,,,,,,,,,,,,,"133256374","2126782418","541211",,,,,,,,,,,,,,,,,,,"2018-05-18T18:01:02-0500","MARC B. FREEDMAN",,,,,0,0,0,0,0,0,0,,0,,"2C3D3B",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-05-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180530103210P030036649599001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TESCOR, INC. 401(K) PROFIT SHARING PLAN AND TRUST","001","1997-01-01","TESCOR, INC.",,,"341 IVYLAND ROAD",,"WARMINSTER","PA","18974",,,,,,,,,,,,,,,,,,"232647940","2159579112","333900",,,,,,,,,,,,,,,,,,,,,,,,,32,29,0,2,31,0,31,20,0,,"2E2G2J2K2T3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-05-30",,,,,,"1",,,,,,,,,,,,,,,,,29,,,,"2018-05-29T07:00:00-0500","JACQUES BOUDIN",,"2018-05-29T07:00:00-0500","JACQUES BOUDIN",,
