"20180619182656P030005882369001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BAKER'S BURGERS INC EMPLOYEE BENEFITS PLAN","501","1995-03-01","BAKER'S BURGERS INC.",,,"4210 RIVERWALK PARKWAY","SUITE 120","RIVERSIDE","CA","92505",,,,,,,,,,,,,,,,,,"952592162","9098847241","722511",,,,,,,,,,,,,,,,,,,"2018-06-19T18:25:06-0500","ADRIENNE LINDGREN",,,,,168,158,3,0,161,,,,,,,"4A4B4D4E4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","8","0","0","0","FILING_RECEIVED","2018-06-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,168,"2",,,,,,,,,
"20180619182753P040006808935001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"CFRA, LLC WELFARE BENEFITS PLAN","501","2009-10-01","CFRA, LLC",,,"900 BRANCHVIEW DRIVE NE, SUITE 215",,"CONCORD","NC","28025",,,,,,,,,,,,,,,,,,"201681710","7047887648","722511",,,,,,,,,,,,,,,,,,,,,,,,,112,124,0,0,124,,,,,,,"4A4B4D4E4H4L","1",,,,"1",,,,,,,,,"1","2",,,,"FILING_RECEIVED","2018-06-19",,,,,,"1",,,,,,,,,,,,,,,,,112,"2",,,"2018-06-19T03:00:00-0500","TRACY GILLETTE",,,,,
"20180619183008P040006813159001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"ALERT ALARMS PROTECTION, INC. PROFIT SHARING PLAN","001","1999-01-01","ALERT ALARMS PROTECTION, INC.",,,"2308 BALL",,"GALVESTON","TX","77550",,,,,,,,,,,,,,,,,,"760170809","4097633877","561600",,,,,,,,,,,,,,,,,,,"2018-06-19T17:54:45-0500","DORSEM L. KOEHLER, SR.","2018-06-19T17:54:45-0500","DORSEM L. KOEHLER, SR.",,,17,10,0,7,17,0,17,17,0,,"2E3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-06-19","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,10,,,,,,,,,,
"20180619183143P040006816551001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SYNERGY FLAVORS, INC. WELFARE BENEFITS PLAN","501","2014-01-01","SYNERGY FLAVORS, INC.",,,"1500 SYNERGY DRIVE",,"WAUCONDA","IL","60084",,,,,,,,,,,,,,,,,,"260009103","8474691011","311900",,,,,,,,,,,,,,,,,,,,,,,,,198,236,0,0,236,,,,,,,"4A4B4D4E4F4H4L","1",,,"1","1",,,"1",,,,,,"1","4",,,,"FILING_RECEIVED","2018-06-19",,,,,,"1",,,,,,,,,,,,,,,,,198,"2",,,"2018-06-19T03:00:00-0500","JAMES EVANOFF",,,,,
"20180619145923P030000004848001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CENTRAL JERSEY FAMILY HEALTH CONSORTIUM 403(B) PENSION PLAN","001","1997-01-01","CENTRAL JERSEY FAMILY HEALTH CONSORTIUM",,,"2 KING ARTHUR COURT SUITE B",,"NORTH BRUNSWICK","NJ","08902",,,,,,,,,,,,,,,,,,"223197191","7329375437","624100",,,,,,,,,,,,,,,,,,,"2018-06-19T14:55:06-0500","ROBYN D'ORIA",,,,,155,112,0,45,157,0,157,147,0,,"2F2G2L",,"1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-06-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,109,,,,,,,,,,
"20180619183449P040000189561001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"FLEXIBLE CONTRIBUTION ACCOUNT PLAN BANNER ENGINEERING CORP","501","1986-01-01","BANNER ENGINEERING CORP",,,"9714 10TH AVENUE NORTH",,"PLYMOUTH","MN","55441",,,,,,,,,,,,,,,,,,"410907221","7635443164","334410",,,,,,,,,,,,,,,,,,,,,,,,,734,349,0,0,349,,,,,,,"4A4D4E","1",,,"1","1",,,"1",,,,,,"1","1",,,,"FILING_RECEIVED","2018-06-19",,,,,,"1",,,,,,,,,,,,,,,,,734,"2",,,"2018-06-19T03:00:00-0500","BERNADINE POLOVITZ",,,,,
"20180619183458P040000189593001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"LIFE AND DISABILITY INSURANCE PLAN BANNER ENGINEERING CORP","502","1986-01-01","BANNER ENGINEERING CORP",,,"9714 10TH AVENUE NORTH",,"PLYMOUTH","MN","55441",,,,,,,,,,,,,,,,,,"410907221","7635443164","334410",,,,,,,,,,,,,,,,,,,,,,,,,836,915,0,0,915,,,,,,,"4B4F4H4L","1",,,,"1",,,,,,,,,"1","1",,,,"FILING_RECEIVED","2018-06-19",,,,,,"1",,,,,,,,,,,,,,,,,836,"2",,,"2018-06-19T03:00:00-0500","BERNADINE POLOVITZ",,,,,
"20180619183520P030000207209001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BORETS U.S., INC. HEALTH AND WELFARE PLAN","501","2008-07-01","BORETS U.S., INC.",,,"10497 TOWN AND COUNTRY WAY,","SUITE 310","HOUSTON","TX","77024",,,,,,,,,,,,,,,,,,"261626794","7139804544","213110",,,,,,,,,,,,,,,,,,,,,,,,,165,190,0,0,190,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","4",,,,"FILING_RECEIVED","2018-06-19",,,,,,"1",,,,,,,,,,,,,,,,,156,"2",,,"2018-06-19T03:00:00-0500","PHYLLIS MITCHELL",,,,,
"20180619183751P040006829223001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JRMK, INC. 401(K) PROFIT SHARING PLAN","001","2016-09-16","JRMK, INC.",,,"9163 LEHMAN LANE",,"MISSOULA","MT","59803",,,,,,,,,,,,,,,,,,"813870901","4068802191","442299",,,,,,,,,,,,,,,,,,,"2018-06-19T18:35:48-0500","EDWARD KIRK TREECE",,,,,1,1,0,0,1,0,1,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-19","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180619183803P030005891825001","2017-05-01","2017-12-31","2",,,,"1","1",,,,,,,"JET.COM HEALTH AND WELFARE PLAN","501","2015-05-01","JET.COM",,,"221 RIVER STREET, 8TH FLOOR",,"HOBOKEN","NJ","07030",,,,,,,,,,,,,,,,,,"465305484","8555384323","541600",,,,,,,,,,,,,,,,,,,,,,,,,2335,0,0,0,0,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","2",,,,"FILING_RECEIVED","2018-06-19",,,,,,"1",,,,,,,,,,,,,,,,,2335,"2",,,"2018-06-19T03:00:00-0500","KELLEY BYRON",,,,,
