"20180626103520P030000907861001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"FOREST RESOURCE CONSULTANTS INC. 401(K) AND PROFIT SHARING PLAN","003","1998-10-01","FOREST RESOURCE CONSULTANTS INC.",,,"717 NORTH AVENUE",,"MACON","GA","312111418",,,,,,,,,,,,,,,,,,"581205656","4787454910","115310",,,,,,,,,,,,,,,,"FOREST RESOURCE CONSULTANTS, INC.","581205656","003","2018-06-26T06:34:46-0500","TINA PARKS",,,,,47,44,1,4,49,0,49,42,1,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,42,,,,,,"FOREST RESOURCE CONSULTANTS INC. STANDARDIZED 401(K) PROFIT SHARING PLAN",,,,
"20180626103553P030021705873001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WESTCO CLOSET CORPORATION WRAP BENEFIT PLAN","502","2016-01-01","WESTCO CLOSET CORPORATION",,,"16 SAW MILL RIVER ROAD",,"HAWTHORNE","NY","10532",,,,,,,,,,,,,,,,,,"133799987","9145921001","442299",,,,,,,,,,,,,,,,,,,,,,,,,142,136,0,0,136,,,,,,,"4A4B4D4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-26",,,,,,"1",,,,,,,,,,,,,,,,,142,"2",,,"2018-06-25T07:00:00-0500","BRIAN BERGER",,,,,
"20180626103613P030021706657001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SETHU V. MADHAVAN, M.D., INC. 401(K) PROFIT SHARING PLAN","002","1987-04-01","SETHU V. MADHAVAN, M.D., INC.",,,"9421 OAK LEAF DRIVE",,"CHATSWORTH","CA","913114700",,,,,,,,,,,,,,,,,,"953963252","6619457181","621111",,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,7,0,7,7,0,,"2A2E2G2J3D",,"1",,"1",,,,"1",,"1",,,,"1","1","1",,"1",,"FILING_RECEIVED","2018-06-26",,,,,,"1",,,,,,,,,,,,,,,,,7,,,,"2018-06-25T07:00:00-0500","SETHU MADHAVAN, M.D.",,"2018-06-25T07:00:00-0500","SETHU MADHAVAN, M.D.",,
"20180626103619P040020443335001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"FOODSERVICE MANAGEMENT SYSTEMS, INC. 401(K) PLAN","001","2001-01-01","FOODSERVICE MANAGEMENT SYSTEMS, INC.",,,"3006 BEECAVES RD. STE. A-330","STE. A-330","AUSTIN","TX","78746",,,,,,,,,,,,,,,,,,"742583166","5124771881","541219",,,,,,,,,,,,,,,,,,,"2018-06-26T11:35:52-0500","FOODSERVICE MANAGEMENT SYSTEMS",,,,,266,145,0,88,233,0,233,158,0,,"2E2F2G2J2K2T3D3H",,"1",,"1",,,,"1",,"1",,,"1",,"1","1","1","1",,"FILING_RECEIVED","2018-06-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,180,,,,,,,,,,
"20180626103649P030000908069001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DKL & COMPANY INC. RETIREMENT PLAN","001","2014-09-22","DKL & COMPANY INC.",,"KENNETH FABER","1044 SOLAR RD NW",,"ALBUQUERQUE","NM","87107",,,,,,,,,,,,,,,,,,"471858644","5052354788","722511",,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,3,,3,1,,,"2E2F2G3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-26",,,,,,"1",,,,,,,,,,,,,,,,,2,,,,"2018-06-25T00:00:00-0500","KENNETH FABER",,,,,
"20180626103825P030021711441001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"TECH TRANSPORT, INC. 401(K) PROFIT SHARING PLAN AND TRUST","001","1994-01-01","TECH TRANSPORT, INC.",,,"300 ELM STREET UNIT# 1",,"MILFORD","NH","03055",,,,,,,,,,,,,,,,,,"020393301","6036730898","484200",,,,,,,,,,,,,,,,,,,"2018-06-26T06:38:04-0500","ROBERT FREED",,,,,40,33,0,3,36,0,36,36,1,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,38,,,,,,,,,,
"20180626103914P040010941901001","2017-05-01","2018-04-30","2",,"1","0","0","0","0","0","0","0","0",,"TRINITY TRAILER EMPLOYEE WELFARE PLAN","501","2017-05-01","TRINITY TRAILER MFG., INC",,,"7533 S FEDERAL WAY",,"BOISE","ID","837169623",,,,,,,"7533 S FEDERAL WAY",,"BOISE","ID","837169623",,,,,,,"820314314","2083363666","336990",,,,,,,,,,,,,,,,,,,"2018-06-26T10:25:06-0500","AARON PRICE","2018-06-26T10:25:06-0500","AARON PRICE",,,139,142,0,0,142,,142,,,,,"4A4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-06-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,139,"2",,,,,,,,,
"20180626104014P030021715281001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ASTADIA HEALTH & WELFARE PLAN","501","2012-01-01","ASTADIA INC.",,,"12724 GRAN BAY PARKWAY","SUITE 300","JACKSONVILLE","FL","32258",,,,,,,,,,,,,,,,,,"900572439","9048007141","541600",,,,,,,,,,,,,,,,,,,"2018-06-26T10:40:00-0500","KELLY TRUMAN",,,,,518,129,0,0,129,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-06-26","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,518,"2",,,,,,,,,
"20180626104433P030021723841001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"THE BANK OF CANTON HEALTH AND WELFARE PLAN","502","2010-01-01","THE BANK OF CANTON",,,"490 TURNPIKE ST",,"CANTON","MA","020212704",,,,,,,"490 TURNPIKE ST",,"CANTON","MA","020212704",,,,,,,"200935064","7818281690","522120",,,,,,,,,,,,,,,,,,,"2018-06-26T10:39:39-0500","JOHN SWEENEY","2018-06-26T10:39:40-0500","JOHN SWEENEY",,,145,116,,,116,,116,,,,,"4B4H4F","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-26","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,145,"2",,,,,,,,,
"20180723143009P040076624935005","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HASHEM ATTARAN MD PROFIT SHARING PLAN AND TRUST","001","2005-01-01","HASHEM ATTARAN MD",,,"4009 EAST ASH LANE",,"ORANGE VILLAGE","OH","44122",,,,,,,,,,,,,,,,,,"341493362","2164644684","621111",,,,,,,,,,,,,,,,,,,"2018-07-23T14:49:48-0500","HASHEM ATTARAN",,,,,1,1,0,0,1,0,1,1,0,,"2E3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-07-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
