"20180525104248P040095571457001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"SILVER ENTERPRISES, INC. EMPLOYEES' 401(K) PROFIT SHARING PLAN","001","1975-10-01","SILVER ENTERPRISES, INC.",,,"100 CARDINAL WAY",,"FREEHOLD","NJ","07728",,,,,,,,,,,,,,,,,,"221764851","7324627770","441210",,,,,,,,,,,,,,,,,,,"2018-05-25T06:41:41-0500","SEYMOUR SILVER",,,,,12,12,0,1,13,0,13,10,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,10,,,,,,,,,,
"20180525124340P030059475757001","2017-01-01","2017-11-01","2",,"0","0","1","1","0","0","0","0","0",,"TREK ENTERPRISES, INC. 401(K) PLAN","001","2010-04-02","TREK ENTERPRISES, INC.",,,"1834 BASALT DR",,"MEDFORD","OR","97504",,,,,,,"3042 COLONIAL AVE",,"MEDFORD","OR","97504",,,,,,,"800573509","5412821862","722513",,,,,,,,,,,,,,,,,,,"2018-05-25T12:43:04-0500","WILLIAM R. BRAKE","2018-05-25T12:43:04-0500","WILLIAM R. BRAKE",,,1,0,0,0,0,0,0,0,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-05-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180525124956P040090038919001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TICK DATA, INC. 401(K) PLAN","001","2013-02-26","TICK DATA, INC.",,,"10134-G COLVIN RUN ROAD",,"GREAT FALLS","VA","22066",,,,,,,,,,,,,,,,,,"462185999","7037571370","523900",,,,,,,,,,,,,,,,,,,"2018-05-25T12:49:33-0500","NEAL FALKENBERRY",,,,,8,1,1,0,2,0,2,2,0,,"2F2G2J2K2R3D2E",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-05-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180628102944P030026157255001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ENVIRONMENTAL CHEMICAL CORPORATION HEALTH AND WELFARE PLAN","502","1998-01-01","ENVIRONMENTAL CHEMICAL CORPORATION",,,"1240 BAYSHORE HIGHWAY",,"BURLINGAME","CA","94010",,,,,,,,,,,,,,,,,,"611075360","6503471555","562000",,,,,,,,,,,,,,,,,,,"2018-06-28T10:29:17-0500","JOEL THOMASON","2018-06-28T10:29:17-0500","JOEL THOMASON",,,208,179,3,0,182,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-28","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,206,"2",,,,,,,,,
"20180628125706P040025039575001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MCS INDUSTRIES, INC. WELFARE BENEFIT PLAN","501","1993-01-01","MCS INDUSTRIES, INC.",,,"2280 NEWLINS MILL ROAD",,"EASTON","PA","18045",,,,,,,,,,,,,,,,,,"232125274","6102536268","423990",,,,,,,,,,,,,,,,,,,"2018-06-28T12:52:30-0500","GREGORY YOCCO",,,,,167,172,0,0,172,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,162,"2",,,,,,,,,
"20180628125810P030018903805001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FRANKLIN SYNERGY BANK HEALTHCARE REIMBURSEMENT ARRANGEMENT","502","2014-07-01","FRANKLIN SYNERGY BANK",,,"722 COLUMBIA AVENUE",,"FRANKLIN","TN","37064",,,,,,,,,,,,,,,,,,"260334600","6152362265","522110",,,,,,,,,,,,,,,,,,,"2018-06-28T12:56:39-0500","SALLY KIMBLE",,,,,245,254,0,0,254,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-06-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,245,"2",,,,,,,,,
"20180628125912P030018904237001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SANDLER, TRAVIS & ROSENBERG EMPLOYEE BENEFITS PLAN","501","2000-01-01","SANDLER, TRAVIS & ROSENBERG, P.A.",,,"1000 NW 57TH COURT","SUITE 600","MIAMI","FL","33126",,,,,,,,,,,,,,,,,,"592027519","3052679200","541110",,,,,,,,,,,,,,,,,,,,,,,,,318,236,,,236,,,,,,,"4A4B4D4F","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","1","0","0","FILING_RECEIVED","2018-06-28",,,,,,"1",,,,,,,,,,,,,,,,,318,"2",,,"2018-06-27T23:00:00-0500","MANO HOWARD",,,,,
"20180628125946P040012906893001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DEMARCHE ASSOCIATES ET AL AND AFFILIATED CO. PROFIT SHARING PLAN AND TRUST","001","1976-01-01","DEMARCHE ASSOCIATES, INC",,,"6700 ANTIOCH ROAD, STE 420",,"MERRIAM","KS","66204",,,,,,,,,,,,,,,,,,"431493130","9133844994","541990",,,,,,,,,,,,,,,,,,,"2018-06-28T12:53:40-0500","FRED CORNWELL",,,,,50,38,1,14,53,0,53,40,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,31,,,,,,,,,,
"20180628130200P040012910493001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE PACKAGEMAN INC 401K PROFIT SHARING PLAN","001","2013-09-19","THE PACKAGEMAN INC",,,"3751 E 14TH ST APT B",,"CASPER","WY","826093184",,,,,,,"3751 E 14TH ST APT B",,"CASPER","WY","826093184",,,,,,,"463677680","3073150316","484110",,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,0,5,0,5,1,0,,"2E2G2J2K2R3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-28",,,,,,"1",,,,,,,,,,,,,,,,,4,,,,"2018-06-27T00:00:00-0500","THOMAS HARDING",,,,,
"20180628132053P040025090103001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"RID VENTURES, LLC INSURANCE PLAN","501","2008-01-01","RID VENTURES, LLC",,,"100 HIGHPOINT DRIVE, SUITE 102",,"CHALFONT","PA","18914",,,,,,,,,,,,,,,,,,"203851871","2153965512","551112",,,,,,,,,,,,,,,,,,,,,,,,,230,254,5,0,259,,,,,,,"4A4B4D4E4F4H4L","1",,,"1","1",,,"1",,,,,,"1","5",,,,"FILING_RECEIVED","2018-06-28",,,,,,"1",,,,,,,,,,,,,,,,,230,"2",,,"2018-06-28T03:00:00-0500","MONICA PANETTA",,,,,
"20180628132108P030018909037001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TABOR DRUG, INC. SIMPLE 401(K) PLAN","001","1980-03-01","TABOR DRUG, INC.",,,"225 S MAIN STREET",,"LINDSAY","OK","73052",,,,,,,,,,,,,,,,,,"730996746","4057564511","446110",,,,,,,,,,,,,,,,,,,"2018-06-28T13:20:28-0500","KALYN TABOR","2018-06-28T13:20:28-0500","KALYN TABOR",,,18,13,3,1,17,0,17,10,0,,"2E2F2G2J2K2T",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-28","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,14,,,,,,,,,,
"20180628132148P040025092199001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MEGASTAR FINANCIAL CORPORATION WELFARE BENEFIT PLAN","501","2002-01-01","MEGASTAR FINANCIAL CORPORATION",,,"1080 CHEROKEE STREET",,"DENVER","CO","80204",,,,,,,,,,,,,,,,,,"841496821","3033218800","522292",,,,,,,,,,,,,,,,"MEGASTAR FINANCIAL CORPORATION","841496821","501","2018-06-28T13:20:15-0500","SCOTT PIEPER",,,,,212,187,0,0,187,,,,,,,"4A4B4D4E","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,212,"2",,,,,"MEGASTAR FINANCIAL CORPORATION WELFARE PLAN",,,,
