"20180327081507P040016684871001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"BLUE RIDGE TRACTOR CO., INC. 401(K)PLAN","001","1993-01-01","BLUE RIDGE TRACTOR CO., INC.",,,"PO BOX 149",,"WILKESBORO","NC","28697",,,,,,,,,,,,,,,,,,"560987518","3366679247","423800",,,,,,,,,,,,,,,,,,,"2018-03-27T07:36:44-0500","JAMES R. MOTSINGER",,,,,17,16,0,0,16,0,16,17,0,,"2E2J3D",,"1",,"1",,"1",,"1",,,,,,"1","1","2",,,,"FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,17,,,,,,,,,,
"20180327081822P040016689527001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE GARRETT STATE BANK 401(K) EMPLOYEE STOCK OWNERSHIP PLAN","001","1993-01-01","GARRETT STATE BANK",,,"P.O. BOX 29",,"GARRETT","IN","46738",,,,,,,"120 WEST KING STREET",,"GARRETT","IN","46738",,,,,,,"350328710","2603573133","522110","GARRETT STATE BANK",,"P.O. BOX 29",,"GARRETT","IN","46738",,,,,,,"350328710","2603573133",,,,"2018-03-27T08:17:05-0500","MARK FOGT",,,,,51,33,4,11,48,1,49,49,2,,"2E2F2G2J2K2O2Q3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
"20180327141721P040000650521001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ALAN PEARLSTEIN INS SERVICES INC PROFIT SHARING PLAN","002","2001-02-01","ALAN PEARLSTEIN INS SERVICES INC",,,"16130 VENTURA BLVD STE 510",,"ENCINO","CA","914362538",,,,,,,,,,,,,,,,,,"953087568","8189907270","524210","ALAN PEARLSTEIN INS SERVICES INC",,"16130 VENTURA BLVD STE 510",,"ENCINO","CA","914362538",,,,,,,"953087568","8189907270",,,,,,,,,,5,5,0,0,5,0,5,2,0,,"2A2E3D3H","4B4H","1","0","1","0","1","0","1","0","1","0","0","0","1","1","2","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,,,,,,,,,,,,,,,,,,5,,,,"2018-03-14T07:00:00-0500","ALAN S PEARLSTEIN",,,,,
"20180327141828P040020729681001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SEE OUR SOLUTIONS, INC. 401 (K) PLAN","001","2004-10-01","SEE OUR SOLUTIONS, INC.",,,"P.O. BOX 494",,"WILDWOOD","MO","63040",,,,,,,,,,,,,,,,,,"200443281","6362207075","711300","SEE OUR SOLUTIONS, INC.",,"P.O. BOX 494",,"WILDWOOD","MO","63040",,,,,,,"200443281","6362207075",,,,"2018-03-27T14:13:42-0500","MICHELE REED",,,,,4,6,0,0,6,0,6,4,0,,"2A2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
"20180327142219P040020737137001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"STATE FINANCIAL CORP PROFIT SHARING PLAN","004","2008-01-01","STATE FINANCIAL CORP",,,"11661 SAN VICENTE BLVD",,"LOS ANGELES","CA","900495103",,,,,,,,,,,,,,,,,,"952478454","3108205222","522298",,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,1,7,0,7,7,0,,"2E2A3D","4H","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,6,,,,"2018-03-15T07:00:00-0500","GARY R REISS",,,,,
"20180327143009P030018937911001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"SUSAN A. JONES, M.D., APMC PROFIT SHARING PLAN","001","2001-12-10","SUSAN A. JONES, M.D., APMC",,,"P. O. BOX 90443",,"LAFAYETTE","LA","705090443",,,,,,,,,,,,,,,,,,"721455431","3372376575","621111",,,,,,,,,,,,,,,,,,,"2018-03-27T13:46:18-0500","SUSAN A. JONES, M.D.",,,,,1,1,0,0,1,0,1,1,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180327143441P040014815373001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PIONEER AEROSPACE CORPORATION EMPLOYEE BENEFITS PLAN (UNION)","502","2014-01-01","PIONEER AEROSPACE CORPORATION",,,"45 S SATELLITE RD",,"SOUTH WINDSOR","CT","060745407",,,,,,,"ONE PIONEER DRIVE",,"COLUMBIA","MS","39429",,,,,,,"061240470","8605280092","339900",,,,,,,,,,,,,,,,,,,"2018-03-27T13:46:27-0500","BRANT STRINGER","2018-03-27T13:46:27-0500","BRANT STRINGER",,,165,154,0,0,154,0,154,0,0,,,"4B4F","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,165,"2",,,,,,,,,
"20180327143744P040014816813001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TRI STAR 401(K) PLAN","001","2015-01-01","TRI STAR CNC SERVICES, LLC",,,"4146 WEST ORLEANS STREET",,"MCHENRY","IL","60050",,,,,,,,,,,,,,,,,,"203237970","8155789145","811210",,,,,,,,,,,,,,,,,,,"2018-03-27T14:18:38-0500","MARY EHLERS",,,,,8,9,0,0,9,0,9,8,0,,"2E2F2G2J2K2S2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,7,,,,,,,,,,
"20180212130956P030003443241001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"COMPOSITE TECHNOLOGY DEVELOPMENT, INC. 401(K) PROFIT SHARING PLAN","001","2004-01-01","COMPOSITE TECHNOLOGY DEVELOPMENT, INC.",,,"2600 CAMPUS DR STE D",,"LAFAYETTE","CO","800263359",,,,,,,,,,,,,,,,,,"841086947","3036640394","541990",,,,,,,,,,,,,,,,,,,"2018-02-12T13:09:36-0600","NASEEM MUNSHI",,,,,35,16,0,16,32,0,32,32,0,,"2A2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,19,,,,,,,,,,
"20180212131907P030080485943001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GRUBER LAW OFFICES, LLC 401(K) PLAN","001","2001-01-01","GRUBER LAW OFFICES, LLC",,,"100 E. WISCONSIN AVE. SUITE 2800",,"MILWAUKEE","WI","53202",,,,,,,,,,,,,,,,,,"391972901","4142766666","541110",,,,,,,,,,,,,,,,,,,"2018-02-12T13:04:53-0600","LAURA ARBUCKLE",,,,,103,82,0,16,98,0,98,95,0,,"2E2J2K2F2G2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,89,,,,,,,,,,
"20180212133314P040080375799001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SWIMMING POOL SERVICES, INC. RETIREMENT PLAN","001","2008-01-01","SWIMMING POOL SERVICES, INC.",,,"W220 N1563 JERICHO COURT",,"WAUKESHA","WI","53186",,,,,,,,,,,,,,,,,,"391215134","2625445500","811490",,,,,,,,,,,,,,,,,,,"2018-02-12T13:27:51-0600","LAURIE SEKUTOWSKI",,,,,27,25,0,1,26,0,26,21,1,,"2A2E2J2K2F2G3D2T",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-02-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,31,,,,,,,,,,
"20180212133316P030055700493001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"WYATT ENTERPRISES, INC. PROFIT SHARING PLAN","001","2004-07-20","WYATT ENTERPRISES, INC.",,,"4117 WALNUT STREET",,"WEST DES MOINES","IA","50265",,,,,,,,,,,,,,,,,,"201377912","5152229193","523900",,,,,,,,,,,,,,,,,,,"2018-02-12T13:31:19-0600","MONTE M. WYATT",,,,,2,2,0,0,2,0,2,2,0,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-02-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180212133943P030055701725001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BECK INTERNATIONAL, INC. PROFIT SHARING PLAN","001","1997-01-01","BECK INTERNATIONAL, INC.",,,"7195 E. KEMPER RD.",,"CINCINNATI","OH","452491028",,,,,,,,,,,,,,,,,,"311431474","5134691750","424990",,,,,,,,,,,,,,,,,,,"2018-02-12T13:36:32-0600","DAVID BECK",,,,,4,3,0,1,4,0,4,3,0,,"2E2J3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-02-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180328213802P040016020509001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RGC INVESTMENT RETIREMENT PLAN","001","2008-10-27","RGC INVESTMENTS, INC","RGC INVESTMENTS INC","RON CARROLL","3218 CURRENT CREEK CT",,"LOVELAND","CO","805387276",,,,,,,"3218 CURRENT CREEK CT",,"LOVELAND","CO","805387276",,,,,,,"263609160","3032507933","551112","RGC INVESTMENTS, INC","RON CARROLL","3218 CURRENT CREEK CT",,"LOVELAND","CO","805387276",,,,,,,"263609160","3032507933",,,,"2018-03-28T21:36:22-0500","RONALD CARROLL","2018-03-28T21:36:23-0500","RONALD CARROLL",,,2,1,1,,2,,2,1,,,"2E2F2G2J2K2R3H",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180328222825P030011232335001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ELLMANN & ELLMANN, P.C. SAVINGS AND PROFIT SHARING PLAN","001","1986-01-01","ELLMANN & ELLMANN, P.C.",,,"308 WEST HURON",,"ANN ARBOR","MI","481034204",,,,,,,,,,,,,,,,,,"382887515","7346684800","541110","ELLMANN & ELLMANN, P.C.",,"308 WEST HURON",,"ANN ARBOR","MI","481034204",,,,,,,"382887515","7346684800",,,,"2018-03-28T22:26:56-0500","DOUGLAS ELLMANN",,,,,2,2,0,0,2,0,2,2,0,,"2E2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180328075015P040019004311001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DRS. COHN AND REINIGER, P.C. PROFIT SHARING PLAN","001","1986-01-01","DRS. COHN AND REINIGER, P.C.",,,"500 JEFFERSON STREET",,"READING","PA","196053114",,,,,,,,,,,,,,,,,,"233062674","6109219200","621320","DRS. COHN AND REINIGER, P.C.",,"500 JEFFERSON STREET",,"READING","PA","196053114",,,,,,,"233062674","6109219200",,,,,,,,,,8,8,0,0,8,0,8,5,0,,"3H3D2E",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-28",,,,,,,,,,,,,,,,,,,,,,,8,,,,"2018-03-20T07:00:00-0500","DR. JESSICA REINIGER",,,,,
"20180328075114P040019005591001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MIAMI VALLEY STEEL SERVICE INC. EMPLOYEE BENEFIT PLAN","501","2012-08-01","MIAMI VALLEY STEEL SERVICE INC.",,,"201 FOX DRIVE",,"PIQUA","OH","45356",,,,,,,,,,,,,,,,,,"311050813","9377737127","331110",,,,,,,,,,,,,,,,,,,"2018-03-28T07:48:47-0500","JILL KINDELL",,,,,125,129,1,0,130,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","1","0","0","FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,125,"2",,,,,,,,,
"20180328075305P040019008295001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FILA USA CAFETERIA PLAN","501","1993-01-01","FILA USA, INC.",,,"900 RIDGEBROOK ROAD","SUITE 200","SPARKS","MD","21152",,,,,,,,,,,,,,,,,,"521695992","4107733000","448190",,,,,,,,,,,,,,,,,,,,,,,,,189,203,0,0,203,,,,,,,"4B4D4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-03-28",,,,,,"1",,,,,,,,,,,,,,,,,189,"2",,,"2018-03-27T11:00:00-0500","HEATHER FENNER",,,,,
"20180117152526P030031802167001","2017-09-27","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"C.E. ALLEN ENTERPRISES, INC. 401K PROFIT SHARING PLAN","001","2017-09-27","C.E. ALLEN ENTERPRISES, INC.",,,"12 SUYDAM STREET",,"WHITEHOUSE STATION","NJ","08889",,,,,,,,,,,,,,,,,,"822901989","9086126204","812190",,,,,,,,,,,,,,,,,,,"2018-01-17T15:22:06-0600","CHRIS ALLEN",,,,,0,1,0,0,1,0,1,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-01-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,0,,,,,,,,,,
"20180117153007P040031722919001","2013-01-01","2013-12-31","2",,,,,,,,,"1",,,"SENN OIL COMPANY SIMPLE 401(K)PLAN","001","2001-01-01","SENN OIL COMPANY, INC.",,,"508 S.PHILADELPHIA AVE.",,"EGG HARBOR CITY","NJ","08215",,,,,,,,,,,,,,,,,,"210560345","6099651210","454310",,,,,,,,,,,,,,,,,,,"2018-01-17T14:41:58-0600","JONATHAN SENN",,,,,0,0,0,0,0,0,0,,0,,"2C2J",,,,"1",,,,"1",,,,,,,,,,,,"FILING_RECEIVED","2018-01-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,6,,,,,,,,,,
"20180117153343P030031815511001","2017-01-01","2017-12-21","2",,"0","0","1","1","0","0","0","0","0",,"LAWRENCE K. STRYKER, D.D.S., P.C. 401K PROFIT SHARING PLAN","002","1986-09-01","LAWRENCE K. STRYKER, DDS, PC",,,"28601 SE 30TH CIRCLE",,"CAMAS","WA","98607",,,,,,,,,,,,,,,,,,"911150545","3608345492","621210",,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,,"2A2E2F2H2J2K2R3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-01-17",,,,,,"1",,,,,,,,,,,,,,,,,0,,,,"2018-01-11T06:00:00-0600","LAWRENCE K STRYKER",,,,,
"20180117154303P030001121913001","1998-01-01","1998-12-31","2",,"1","0","0","0","0","0","0","1","0",,"HELENA CHRISTIAN SCHOOL 403(B) PLAN","001","1998-01-01","HELENA CHRISTIAN SCHOOL",,,"3384 CANYON FERRY RD",,"EAST HELENA","MT","59635",,,,,,,,,,,,,,,,,,"470866364","4064423821","611000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,"2F2G2L2K2T",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-01-17",,,,,,"1",,,,,,,,,,,,,,,,,,,,,"2017-12-23T06:00:00-0600","MICHELE CHARD",,"2017-12-23T06:00:00-0600","MICHELE CHARD",,
"20180117154715P040000780729001","1999-01-01","1999-12-31","2",,"0","0","0","0","0","0","0","1","0",,"HELENA CHRISTIAN SCHOOL 403(B) PLAN","001","1998-01-01","HELENA CHRISTIAN SCHOOL",,,"3384 CANYON FERRY RD",,"EAST HELENA","MT","59635",,,,,,,,,,,,,,,,,,"470866364","4064423821","611000",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,"2F2G2L2K2T",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-01-17",,,,,,"1",,,,,,,,,,,,,,,,,,,,,"2017-12-23T06:00:00-0600","MICHELE CHARD",,"2017-12-23T06:00:00-0600","MICHELE CHARD",,
"20180117155127P040000780761001","2000-01-01","2000-12-31","2",,"0","0","0","0","0","0","0","1","0",,"HELENA CHRISTIAN SCHOOL 403(B) PLAN","001","1998-01-01","HELENA CHRISTIAN SCHOOL",,,"3384 CANYON FERRY RD",,"EAST HELENA","MT","59635",,,,,,,,,,,,,,,,,,"470866364","4064423821","611000",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,"2F2G2L2K2T",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FILING_RECEIVED","2018-01-17",,,,,,"1",,,,,,,,,,,,,,,,,,,,,"2017-12-23T06:00:00-0600","MICHELE CHARD",,"2017-12-23T06:00:00-0600","MICHELE CHARD",,
"20180328101214P040019223623001","2012-01-01","2012-12-31","2",,,,,,,"1",,"1",,,"ABEK SUPERIOR HOME INSPECTIONS INCORPORATED PROFIT SHARING PLAN","001","2011-08-19","ABEK SUPERIOR HOME INSPECTIONS INCORPORATED",,,"2877 HIGHLAND DRIVE SE",,"SMYRNA","GA","30080",,,,,,,,,,,,,,,,,,"453037328","4042454093","238900",,,,,,,,,,,,,,,,,,,"2018-03-28T11:09:54-0500","BRUCE E. KLODT",,,,,2,2,0,0,2,0,2,1,0,,"2E2G3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180328101331P030019812209001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ANCHOR HOME HEALTH CARE AGENCY 401(K) PLAN & TRUST","001","2014-01-01","ANCHOR HOME HEALTH CARE AGENCY, INC.",,,"9800 S. ROBERTS ROAD, SUITE 100",,"PALOS HILLS","IL","60465",,,,,,,,,,,,,,,,,,"202536082","7085991313","621610",,,,,,,,,,,,,,,,,,,"2018-03-28T10:11:17-0500","CHARLES MACHAJ",,,,,13,15,0,1,16,0,16,12,0,,"2E2J2K2F3D2G",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,11,,,,,,,,,,
"20180328101433P030019813073001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"REGIONAL MEDICAL ASSOCIATES WELFARE BENEFIT PLAN","501","2013-01-01","REGIONAL MEDICAL ASSOCIATES",,,"7800 W OAKLAND PARK BLVD","SUITE E-214","SUNRISE","FL","33351",,,,,,,,,,,,,,,,,,"901021973","9543186590","621111",,,,,,,,,,,,,,,,,,,"2018-03-28T10:10:46-0500","JEFFREY DUDLEY",,,,,129,128,3,3,134,,,,,,,"4A4B4D4E4F4H4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,129,"2",,,,,,,,,
"20180328101445P030019813297001","2017-01-01","2017-09-30","2",,"0","0","1","1","0","0","0","0","0",,"PARKWAY PLASTIC SURGERY PL PROFIT SHARING PLAN AND TRUST","002","1975-07-01","PARKWAY PLASTIC SURGERY PL",,,"5101-2 GATE PARKWAY",,"JACKSONVILLE","FL","32256",,,,,,,,,,,,,,,,,,"591603098","9043961186","621111",,,,,,,,,,,,,,,,,,,"2018-03-28T10:10:27-0500","DAVID W. MOBLEY, M.D.","2018-03-28T10:10:27-0500","DAVID W. MOBLEY, M.D.",,,13,0,0,0,0,0,0,0,0,,"2A2E3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,7,,,,,,,,,,
"20180328101509P040015549357001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"TRI LAZY W RANCH PROFIT SHARING PLAN","004","1981-11-30","TRI LAZY PROFIT SHARING PLAN",,,"11100 E. COUNTY ROAD 270",,"NATHROP","CO","81236",,,,,,,,,,,,,,,,,,"361879580","7195393200","112112",,,,,,,,,,,,,,,,,,,"2018-03-25T11:43:19-0500","JAY WILSON",,,,,4,4,0,0,4,0,4,4,0,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-03-28","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
