"20180820141507P030100759021001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"GRIFFIN, GRIFFIN & MAYO PC PROFIT SHARING PLAN","002","1983-12-01","GRIFFIN, GRIFFIN & MAYO, PC",,,"P O BOX 2184",,"WATERBURY","CT","06702",,,,,,,"123 BANK STREET",,"WATERBURY","CT","06702",,,,,,,"060938337","2037551106","541110","GRIFFIN, GRIFFIN & MAYO, PC",,"P.O. BOX 2184",,"WATERBURY","CT","06702",,,,,,,"060938337","2037551106",,,,"2018-08-20T14:11:39-0500","STEPHEN R. GRIFFIN",,,,,6,6,0,0,6,0,6,4,0,,"2E3D3H3B",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
"20180820141743P030100762589001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"STREM CHEMICALS INC. 401K AND ESOP","001","2001-01-01","STREM CHEMICALS INC.",,,"7 MULLIKEN WAY",,"NEWBURYPORT","MA","019504019",,,,,,,,,,,,,,,,,,"042372206","9784991600","325100",,,,,,,,,,,,,,,,,,,"2018-08-20T14:17:29-0500","HOLLY BERRY","2018-08-20T14:17:29-0500","HOLLY BERRY",,,81,67,,22,89,,89,87,,,"2E2H2J2P2Q",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,65,,,,,,,,,,
"20180820141807P030100763149001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CONEWAGO ENTERPRISES, INC, EMPLOYEE BENEFITS PLAN","501","1989-07-01","CONEWAGO ENTERPRISES, INC.",,,"660 EDGEGROVE ROAD, P.O. BOX 407",,"HANOVER","PA","17331",,,,,,,,,,,,,,,,,,"232716661","7176327722","236200",,,,,,,,,,,,,,,,,,,"2018-08-20T14:16:36-0500","ADAM HICKS",,,,,307,285,3,0,288,,,,,,,"4B4D4E4F4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,307,"2",,,,,,,,,
"20180820141931P030100765565001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CHILDREN'S OUTING ASSOCIATION D.B.A. COA YOUTH AND FAMILY CENTERS 403(B) PLAN","004","2005-01-01","CHILDRENS OUTING ASSOCIATION D.B.A. COA YOUTH AND FAMILY CENTERS",,,"909 E NORTH AVE",,"MILWAUKEE","WI","53212",,,,,,,,,,,,,,,,,,"390806339","4142638383","624100",,,,,,,,,,,,,,,,,,,"2018-08-20T14:14:29-0500","THOMAS SCHNEIDER",,,,,256,223,0,8,231,0,231,47,4,,"2F2G2M",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,155,,,,,,,,,,
"20180820141934P040005809813001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"CONEWAGO ENTERPRISES, INC. GROUP HEALTH PLAN","502","2016-01-01","CONEWAGO ENTERPRISES, INC.",,,"660 EDGEGROVE ROAD, P.O. BOX 407",,"HANOVER","PA","17331",,,,,,,,,,,,,,,,,,"232716661","7176327722","236200",,,,,,,,,,,,,,,,,,,"2018-08-20T14:18:45-0500","ADAM HICKS",,,,,227,249,3,0,252,,,,,,,"4A","1","0","1","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,225,"2",,,,,,,,,
"20180820142104P030100767901001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"AERO SPECIALTIES, INC. 401(K) RETIREMENT PLAN","001","2015-01-01","AERO SPECIALTIES, INC.",,,"11175 W. EMERALD ST.",,"BOISE","ID","83713",,,,,,,,,,,,,,,,,,"820517302","2083789888","336990",,,,,,,,,,,,,,,,,,,"2018-08-20T14:11:20-0500","JAYNA WIESEMANN",,,,,53,50,0,8,58,0,58,56,8,,"2A2E2F2G2J2T3D3H",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,51,,,,,,,,,,
"20180820142147P040005810133001","2017-01-01","2017-12-31","4","C","0","0","0","0","0","0","0","0","0",,"STATE STREET MSCI EAFE SMALL CAP INDEX NON-LENDING COMMON TRUST FUND","001",,"STATE STREET GLOBAL ADVISORS TRUST COMPANY",,"ATTN - ANDREW ZNACZKO","CHANNEL CENTER","ONE IRON STREET","BOSTON","MA","02210",,,,,,,,,,,,,,,,,,"260401502","6176644051",,"STATE STREET GLOBAL ADVISORS TRUST COMPANY","ATTN - ANDREW ZNACZKO","CHANNEL CENTER","ONE IRON STREET","BOSTON","MA","02210",,,,,,,"814017137","6176644051","STATE STREET BANK AND TRUST COMPANY","260401502","001",,,,,"2018-08-20T14:21:45-0500","ANDREW ZNACZKO",,,,,0,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","FILING_RECEIVED","2018-08-20",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,,,,,,"STATE STREET MSCI EAFE SMALL CAP INDEX NON-LENDING COMMON TRUST FUND",,,,
"20180820142222P040145599489001","2017-02-01","2018-01-31","2",,"0","0","0","0","0","0","0","0","0",,"APPLIED CONCEPTS, INC","501","2017-02-01","APPLIED CONCEPTS, INC",,,"855 E COLLINS BLVD",,"RICHARDSON","TX","750812251",,,,,,,"855 E COLLINS BLVD",,"RICHARDSON","TX","750812251",,,,,,,"751544925","9728014824","335900",,,,,,,,,,,,,,,,,,,"2018-08-20T14:21:44-0500","DARLENE STONEHAM",,,,,147,162,,,162,,162,,,,,"4B4A4D4H4F4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,147,"2",,,,,,,,,
"20180820142227P030100770077001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"FENDER MUSICAL INSTRUMENTS 401(K) PLAN","001","1989-03-01","FENDER MUSICAL INSTRUMENTS CORPORATION",,,"17600 N PERIMETER DRIVE","SUITE 100","SCOTTSDALE","AZ","85255",,,,,,,,,,,,,,,,,,"330081996","4808455414","339900",,,,,,,,,,,,,,,,,,,"2018-08-20T15:22:20-0500","CHARLES DAVIDSON",,,,,1290,1026,9,286,1321,3,1324,1163,0,,"2F2J2K2S2T",,,,"1",,,,"1",,"1",,,"1",,,,"1","1",,"FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1004,,,,,,,,,,
"20180820142409P030100772989001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"GRAPHIK DIMENSIONS LTD 401(K) PLAN","001","1991-10-01","GRAPHIK DIMENSIONS LTD.",,,"2103 BRENTWOOD ST.",,"HIGH POINT","NC","27263",,,,,,,,,,,,,,,,,,"112253226","3362897954","339900",,,,,,,,,,,,,,,,,,,"2018-08-20T14:23:35-0500","DARLENE WEEKS",,,,,160,151,0,14,165,0,165,59,2,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2018-08-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,146,,,,,,,,,,
