"20180702150831P030034071553001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE GOODMAN GROUP, IT'S MEMBERS AND AFFILIATES GROUP INSURANCE PLAN","501","1988-01-01","THE GOODMAN GROUP, INC.",,,"1107 HAZELTINE BLVD",,"CHASKA","MN","55318",,,,,,,,,,,,,,,,,,"411914496","9523618000","531310",,,,,,,,,,,,,,,,,,,"2018-07-02T14:57:24-0500","CHRISTY ITTEL",,,,,1423,1501,0,19,1520,,,,,,,"4A4B4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","10","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1423,"2",,,,,,,,,
"20180702150959P030034649975001","2017-02-27","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"3 BLESSINGS INCORPORATED 401(K) PROFIT SHARING PLAN","001","2017-02-27","3 BLESSINGS INCORPORATED",,,"2422 E. RIVER DRIVE",,"DAVENPORT","IA","52803",,,,,,,,,,,,,,,,,,"820606817","5632713248","722511",,,,,,,,,,,,,,,,,,,"2018-07-02T15:06:02-0500","TIMOTHY CHEN",,,,,2,2,0,0,2,0,2,1,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180702151127P030034073825001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GROUP BENIFITS","501","2015-01-01","MST STEEL CORP.ORATION",,,"24417 GROESBECK HWY",,"WARREN","MI","480894723",,,,,,,"24417 GROESBECK HWY",,"WARREN","MI","480894723",,,,,,,"382145282","5867735460","423500",,,,,,,,,,,,,,,,,,,"2018-07-02T15:10:44-0500","BOB YATES",,,,,262,239,,,239,,239,,,,,"4B4D4F4L","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,262,,,,,,,,,,
"20180702151142P030034074097001","2017-09-07","2017-12-31","2",,"1","0","0","1","0","0","0","0","0",,"WD 73, INC. 401(K) PROFIT SHARING PLAN","001","2017-09-07","WD 73, INC.",,,"13564 MESQUITE ST",,"OAK HILLS","CA","92344",,,,,,,,,,,,,,,,,,"822741481","9092850080","561720",,,,,,,,,,,,,,,,,,,"2018-07-02T14:57:19-0500","DOMINIC GLASS",,,,,2,2,0,0,2,0,2,2,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180702130721P040032809687001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CAREHERE, LLC EMPLOYEE BENEFITS PLAN","501","2006-12-01","CAREHERE, LLC",,,"5141 VIRGINIA WAY, SUITE 350",,"BRENTWOOD","TN","37027",,,,,,,,,,,,,,,,,,"542138297","6158041467","621498",,,,,,,,,,,,,,,,,,,"2018-07-02T13:07:01-0500","SARAH HOUSER",,,,,557,606,0,0,606,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,557,"2",,,,,,,,,
"20180702130938P040034418305001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TAX DEFERRED ANNUITY PLAN OF ELDER SERVICES OF BERKSHIRE COUNTY INC","002","1985-10-01","ELDER SERVICES OF BERKSHIRE COUNTY INC",,,"877 SOUTH ST STE 4E",,"PITTSFIELD","MA","012018243",,,,,,,,,,,,,,,,,,"042542001","4134990524","624100",,,,,,,,,,,,,,,,,,,"2018-07-02T13:09:18-0500","NICHOLAS KIRCHNER","2018-07-02T13:09:18-0500","NICHOLAS KIRCHNER",,,136,105,0,32,137,0,137,76,0,,"2F2G2L",,"1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,104,,,,,,,,,,
"20180702131032P040034421217001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GROUP NINE MEDIA, INC. HEALTH AND WELFARE PLAN","501","2013-01-01","GROUP NINE MEDIA, INC.",,,"568 BROADWAY ROOM 506",,"NEW YORK","NY","10012",,,,,,,,,,,,,,,,,,"814074633","6467388350","518210",,,,,,,,,,,,,,,,"THRILLIST MEDIA GROUP, INC.","460952228","501","2018-07-02T09:34:03-0500","THOMAS HOCHBERG",,,,,257,539,20,0,559,,,,,,,"4A4B4D4E4F4H","0","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,257,"2",,,,,"THRILLIST MEDIA GROUP HEALTH AND WELFARE PLAN",,,,
"20180702131130P040001218341001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"QUIAOIT BUSINESS ENTERPRISES, INC. 401(K) PROFIT SHARING PLAN","001","2016-07-11","QUIAOIT BUSINESS ENTERPRISES, INC.",,,"747 SOUTH STATE COLLEGE BLVD","UNIT 56","FULLERTON","CA","92831",,,,,,,,,,,,,,,,,,"813310419","6572175990","442299",,,,,,,,,,,,,,,,,,,"2018-07-02T13:00:03-0500","FERDINAND C QUIAOIT",,,,,3,4,0,0,4,0,4,2,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180702131145P030025175613001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CHRISMA INDUSTRIES CORP 401(K) PROFIT SHARING PLAN & TRUST","001","2016-01-01","CHRISMA INDUSTRIES CORP",,,"6629 BRIARCROFT STREET",,"CLIFTON","VA","20124",,,,,,,,,,,,,,,,,,"541232823","7036316325","541990",,,,,,,,,,,,,,,,,,,"2018-07-02T01:11:42-0500","DAVID BALILES",,,,,18,20,0,0,20,0,20,2,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","1",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,18,,,,,,,,,,
"20180702131213P030025175949001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"EXTRA SPACE MANAGEMENT, INC. 401(K) PLAN","001","1994-04-01","EXTRA SPACE MANAGEMENT, INC.",,,"2795 E. COTTONWOOD PKWY","SUITE 400","SALT LAKE CITY","UT","84121",,,,,,,,,,,,,,,,,,"870405300","8013654640","531310",,,,,,,,,,,,,,,,,,,"2018-07-02T09:11:54-0500","CLINT HALVERSON",,,,,2703,2452,5,371,2828,5,2833,1565,0,,"2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"1","0","0","0","1","0","0","FILING_RECEIVED","2018-07-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2360,,,,,,,,,,
