"20180605130522P040110003303001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PLANET CENTRAL VALLEY, LLC 401K PROFIT SHARING PLAN","001","2010-01-01","PLANET CENTRAL VALLEY, LLC",,,"11 CHESTNUT STREET",,"DOVER","NH","03821",,,,,,,,,,,,,,,,,,"452017990","6033435659","713900",,,,,,,,,,,,,,,,,,,"2018-06-05T13:02:46-0500","BEN HEIDERSCHEIDT",,,,,39,22,1,23,46,0,46,45,0,,"2E2J2G3D3H",,"0","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,22,,,,,,,,,,
"20180605130609P030115216881001","2017-05-01","2018-04-30","2",,"0","0","0","0","0","0","0","0","0",,"WORLD NETMEDIA WELFARE BENEFIT PLAN","501","2007-05-01","NETMEDIA ENTERPRISES, LLC",,"JEFFREY GREENBERG","12378 SW 82ND AVE",,"MIAMI","FL","331565223",,,,,,,"12378 SW 82ND AVE",,"MIAMI","FL","331565223",,,,,,,"201366929","3052527100","541990",,,,,,,,,,,,,,,,,,,"2018-06-05T13:04:15-0500","JOSEPH SCHMITZ",,,,,166,80,,,80,,80,,,,,"4B4F4H4L4A4D4E","0","0","0","1","1","0","0","0","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,166,"2",,,,,,,,,
"20180605130630P040004128857001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"AT HOME HEATH, INC., 401(K) PROFIT SHARING PLAN","002","2004-01-01","AT HOME HEATH, INC.",,,"461 N. 3RD STREET, 5TH FLOOR",,"PHILADELPHIA","PA","191234111",,,,,,,,,,,,,,,,,,"232879776","2159402980","621610",,,,,,,,,,,,,,,,,,,,,,,,,22,16,0,5,21,0,21,11,0,,"2E2F2G2J2K3D",,"1",,"1",,"1",,"1",,,,,,"1","1","1",,"1",,"FILING_RECEIVED","2018-06-05",,,,,,"1",,,,,,,,,,,,,,,,,18,,,,"2018-06-04T07:00:00-0500","C. SHELBY DURHAM",,"2018-06-04T07:00:00-0500","C. SHELBY DURHAM",,
"20180605130913P040110014567001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LANDRY/FRENCH CONSTRUCTION COMPANY EMPLOYEE STOCK OWNERSHIP PLAN","002","2016-05-01","LANDRY/FRENCH CONSTRUCTION COMPANY",,,"160 PLEASANT HILL ROAD",,"SCARBOROUGH","ME","04074",,,,,,,,,,,,,,,,,,"272957827","2077305566","236200",,,,,,,,,,,,,,,,,,,"2018-06-05T13:08:40-0500","DENIS LANDRY",,,,,27,28,0,0,28,0,28,28,1,,"2I2P2Q3I",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,27,,,,,,,,,,
"20180605130957P040118887793001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MUSKOGEE HEART CENTER, INC. PROFIT SHARING PLAN","002","1988-01-01","MUSKOGEE HEART CENTER, INC.",,,"1308 W. OMAHA PLACE",,"BROKEN ARROW","OK","74012",,,,,,,,,,,,,,,,,,"731428308","9182314515","621111",,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,1,0,1,1,0,,"2A2E2G3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-05",,,,,,"1",,,,,,,,,,,,,,,,,1,,,,"2018-06-04T07:00:00-0500","SATISH KOHLI, M.D.",,,,,
"20180605131030P040004752277001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CHARLES E. DAVIS FUNERAL HOME, INC. PROFIT SHARING PL","001","1986-01-01","CHARLES E. DAVIS FUNERAL HOME, INC.",,,"3075 S FLORIDA AVE",,"INVERNESS","FL","344506873",,,,,,,,,,,,,,,,,,"591574381","3527268323","812210","CHARLES E. DAVIS FUNERAL HOME, INC.",,"3075 S FLORIDA AVE",,"INVERNESS","FL","344506873",,,,,,,"591574381","3527268323",,,,,,,,,,8,8,0,1,9,0,9,9,0,,"2E2A",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-06-05",,,,,,,,,,,,,,,,,,,,,,,7,,,,"2018-05-15T07:00:00-0500","CHARLES E. DAVIS",,,,,
"20180605131034P030115229889001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"MESA-TEMPE PROFIT SHARING PLAN","003","2016-01-01","MESA-TEMPE ALLERGY & ASTHMA CLINIC, P.C.",,,"2733 N. POWER RD. #102-214",,"MESA","AZ","85215",,,,,,,,,,,,,,,,,,"860437624","4805071997","621111",,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,6,0,6,2,0,,"2E3D",,"1",,"1",,,,"1",,,,,,"1","1","2",,,,"FILING_RECEIVED","2018-06-05",,,,,,"1",,,,,,,,,,,,,,,,,6,,,,"2018-05-31T01:00:00-0500","EARL LABOVITZ",,,,,
"20180605131056P040118888865001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BEHAVORIAL HEALTH SOLUTION, LLC EMPLOYEE BENEFITS PLAN","501","2016-01-01","BEHAVORIAL HEALTH SOLUTION, LLC",,,"160 CHUBB AVENUE","SUITE 203","LYNDHURST","NJ","07071",,,,,,,,,,,,,,,,,,"455542226","9735288288","621112",,,,,,,,,,,,,,,,,,,"2018-06-05T12:51:20-0500","EDWARD DONAHUE",,,,,336,285,12,28,325,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,336,"2",,,,,,,,,
"20180605153740P030114945559001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NNE HEALTH AND WELFARE PLAN","501","2015-01-01","NNE",,,"1101 SLATER ROAD","SUITE 120","DURHAM","NC","27703",,,,,,,,,,,,,,,,,,"562009773","8668104073","541330",,,,,,,,,,,,,,,,,,,,,,,,,164,149,0,0,149,,,,,,,"4A4B4D4E4G4H4I4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","7","0","0","0","FILING_RECEIVED","2018-06-05",,,,,,"1",,,,,,,,,,,,,,,,,161,"2",,,"2018-06-04T07:00:00-0500","TONYA DOBSON",,,,,
"20180605055303P030114603249001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ECKERD YOUTH ALTERNATIVES, INC. WELFARE PLAN","501","1979-06-01","ECKERD YOUTH ALTERNATIVES, INC.",,,"100 STARCREST DR.",,"CLEARWATER","FL","337653224",,,,,,,,,,,,,,,,,,"592551416","7274612990","813000",,,,,,,,,,,,,,,,,,,,,,,,,716,898,0,0,898,,,,,,,"4A4B4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","1","0","0","FILING_RECEIVED","2018-06-05",,,,,,"1",,,,,,,,,,,,,,,,,716,"2",,,"2018-06-04T07:00:00-0500","NICOLE STROEBEL",,,,,
"20180605060921P030113860855001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SUNSHINE BANK WELFARE BENEFIT PLAN","501","1973-01-01","SUNSHINE BANK",,,"102 W. BAKER STREET",,"PLANT CITY","FL","33563",,,,,,,,,,,,,,,,,,"590724756","8137526193","522110",,,,,,,,,,,,,,,,,,,,,,,,,179,152,0,0,152,,,,,,,"4B4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-06-05",,,,,,"1",,,,,,,,,,,,,,,,,179,"2",,,"2018-06-04T07:00:00-0500","FALENE ELLIS",,,,,
"20180605061343P030113866231001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DET ENTERPRISES INC. 401(K) PLAN","001","2014-08-12","DET ENTERPRISES INC.","THE CRAFT OF BREWING",,"40742 GREYHOUSE PLACE",,"LEESBURG","VA","20175",,,,,,,,,,,,,,,,,,"471576096","3104293234","312120",,,,,,,,,,,,,,,,,,,"2018-06-05T06:13:28-0500","CHITRA SIVANANDAM","2018-06-05T06:13:28-0500","CHITRA SIVANANDAM",,,3,3,0,0,3,0,3,2,0,,"2E2F2G2J2K2R3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180605062744P030113882855001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CID S. QUINTANA RODRIGUEZ PROFIT SHARING RETIREMENT PLAN","002","1999-01-01","CID S. QUINTANA RODRIGUEZ",,,"PO BOX 363134",,"SAN JUAN","PR","009363134",,,,,,,"PO BOX 363134",,"SAN JUAN","PR","009363134",,,,,,,"660576867","7877589775","621111","CID S. QUINTANA RODRIGUEZ",,"PO BOX 363134",,"SAN JUAN","PR","009363134",,,,,,,"660576867","7877589775",,,,"2018-06-05T06:25:35-0500","CID S QUINTANA RODRIGUEZ","2018-06-05T06:25:35-0500","CID S QUINTANA RODRIGUEZ",,,7,7,0,0,7,0,7,0,0,,"2E3B3C",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
"20180605064048P030113896471001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SMITH AND NEPHEW, INC. WELFARE BENEFIT PLAN","504","1986-03-01","SMITH AND NEPHEW, INC.",,,"150 MINUTEMAN ROAD",,"ANDOVER","MA","01810",,,,,,,,,,,,,,,,,,"510123924","9787491450","339110",,,,,,,,,,,,,,,,,,,"2018-06-05T06:40:10-0500","LAURA DOYLE",,,,,5992,5999,70,170,6239,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5924,"2",,,,,,,,,
"20180605064222P030003670393001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CASTLE BRANCH GROUP DENTAL, LIFE AND DISABILITY PLAN","501","2012-01-01","CASTLE BRANCH",,,"1845 SIR TYLER DRIVE",,"WILMINGTON","NC","28405",,,,,,,,,,,,,,,,,,"562169613","9108153880","518210",,,,,,,,,,,,,,,,,,,"2018-06-05T06:40:05-0500","MARIE MCDONALD",,,,,250,270,3,8,281,,,,,,,"4B4D4F4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-06-05","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,249,"2",,,,,,,,,
