"20180823175946P030147931553001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"HEALTHCOMP, LLC RETIREMENT PLAN","001","1997-01-01","HEALTHCOMP, LLC",,,"621 SANTA FE",,"FRESNO","CA","93721",,,,,,,,,,,,,,,,,,"770385729","5594992450","524290",,,,,,,,,,,,,,,,,,,,,,,,,326,267,0,30,297,0,297,216,13,,"2E2F2G2J2K2T3D",,,,"1",,,,"1",,"1",,,"1",,,,"1",,,"FILING_RECEIVED","2018-08-23",,,,,,"1",,,,,,,,,,,,,,,,,294,,,,"2018-08-23T07:00:00-0500","JOSE RIVERO","HEALTHCOMP, INCOPORATED RETIREMENT PLAN","2018-08-23T07:00:00-0500","JOSE RIVERO",,
"20180823180001P030147932529001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","1","0","0",,"AERO-MED EXPRESS, INC. PROFIT SHARING PLAN","001","1992-01-01","AERO-MED EXPRESS, INC.",,,"P.O. BOX 1568",,"ROGERS","AR","72757",,,,,,,"P.O. BOX 1568",,"ROGERS","AR","72757",,,,,,,"200996789","4796361996","621900",,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,2,,2,2,,,"2E3E",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-23",,,,,,"1",,,,,,,,,,,,,,,,,2,,,,"2018-08-17T00:00:00-0500","MIKE MOSER",,,,,
"20180823180053P030104877405001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ACTAGRO, LLC 401(K) PROFIT SHARING PLAN","001","1998-01-01","ACTAGRO, LLC",,,"677 W. PALMDON DRIVE, SUITE 108",,"FRESNO","CA","93704",,,,,,,,,,,,,,,,,,"800168713","5593692222","325100",,,,,,,,,,,,,,,,,,,,,,,,,125,114,0,14,128,0,128,114,13,,"2A2E2F2G2J2K3D",,"1",,"1",,"1",,"1",,"1",,,"1",,"1","1","1","1",,"FILING_RECEIVED","2018-08-23",,,,,,"1",,,,,,,,,,,,,,,,,106,,,,"2018-08-23T07:00:00-0500","TERRI WEST",,"2018-08-23T07:00:00-0500","TERRI WEST",,
"20180823093815P030104345709001","2017-07-01","2018-06-30","2",,"0","0","0","0","0","1","0","0","0",,"THE B.R.H. 401(K) PLAN","001","1997-08-01","BUSH, ROED, AND HITCHINGS, INC.",,,"2009 MINOR AVE. EAST",,"SEATTLE","WA","98102",,,,,,,,,,,,,,,,,,"910847904","2063234144","541370",,,,,,,,,,,,,,,,,,,"2018-08-23T05:33:56-0500","SUSAN JABLINSKE",,,,,70,64,0,11,75,0,75,55,3,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,54,,,,,,,,,,
"20180823093825P030104346045001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"SOUTH ST. LOUIS DENTAL GROUP 401(K) PLAN","001","2016-01-01","TYLER M. AHOLT DDS LLC",,,"6451 CHIPPEWA ST",,"SAINT LOUIS","MO","631092104",,,,,,,,,,,,,,,,,,"475114000","3147527468","621210",,,,,,,,,,,,,,,,"TYLER M AHOLT DDS LLC","475114000","001","2018-08-23T05:38:13-0500","TYLER AHOLT",,,,,12,13,0,0,13,0,13,13,0,,"2F2G2J2T3B3D2E",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2018-08-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,12,,,,,,"TYLER M AHOLT DDS LLC PROFIT SHARING PLAN",,,,
"20180823093837P040064249407001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"CARL ZEISS MEDITEC, INC. SECTION 125 PLAN","510","2008-01-01","CARL ZEISS MEDITEC, INC.",,,"5160 HACIENDA DRIVE",,"DUBLIN","CA","94568",,,,,,,,,,,,,,,,,,"943374401","9255574100","334500",,,,,,,,,,,,,,,,,,,,,,,,,165,195,0,0,195,,,,,,,"4A",,,,"1",,,,"1",,,,,,,,,,,"FILING_RECEIVED","2018-08-23",,,,,,"1",,,,,,,,,,,,,,,,,165,"2",,,"2018-08-22T03:00:00-0500","ANITA BURTON",,,,,
"20180823094101P030057617839001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"WELFARE BENEFITS PLAN","501","1991-01-01","HALOCARBON PRODUCTS CORPORATION",,,"6525 THE CORNERS PARKWAY","SUITE 200","PEACHTREE CORNERS","GA","30092",,,,,,,,,,,,,,,,,,"221492756","4704196366","325100",,,,,,,,,,,,,,,,,,,,,,,,,167,170,0,0,170,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-08-23",,,,,,"1",,,,,,,,,,,,,,,,,159,"2",,,"2018-08-23T07:00:00-0500","JULIE FORTUNATO",,,,,
"20180823094429P040152260129001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"MANHATTAN SCHOOL OF MUSIC FLEXIBENEFIT PLAN","501","1991-10-01","MANHATTAN SCHOOL OF MUSIC",,,"120 CLAREMONT AVENUE",,"NEW YORK","NY","10027",,,,,,,,,,,,,,,,,,"131656667","9174934450","611000",,,,,,,,,,,,,,,,,,,,,,,,,148,153,2,0,155,,,,,,,"4A4B4D4E4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","4","0","0","0","FILING_RECEIVED","2018-08-23",,,,,,"1",,,,,,,,,,,,,,,,,147,"2",,,"2018-08-21T07:00:00-0500","CAROL MATOS",,,,,
"20180823094511P030104361149001","2017-01-01","2017-12-31","2",,,,,,,"1",,,,,"THE LRC 401(K) PROFIT SHARING PLAN","001","2002-01-01","LABOR RENTAL COMPANY",,,"22 MARKER DR",,"WILMINGTON","DE","19810",,,,,,,,,,,,,,,,,,"232822009","6106331113","532400","TOM NEUGEBAUER",,"22 MARKER DR",,"WILMINGTON","DE","19810",,,,,,,"232822009","6106331113",,,,"2018-08-20T20:39:51-0500","TOM NEUGEBAUER","2018-08-20T20:39:56-0500","TOM NEUGEBAUER",,,3,3,0,0,3,0,3,3,0,,"2J",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-08-23","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180823094751P030104367517001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"ALL HOME HEALTH INC 401(K) PROFIT SHARING PLAN & TRUST","001","2009-01-01","ALL HOME HEALTH INC",,,"2626 E. 82ND ST., SUITE 180",,"BLOOMINGTON","MN","55425",,,,,,,,,,,,,,,,,,"411722256","9528147400","621610",,,,,,,,,,,,,,,,,,,"2018-08-23T09:47:47-0500","NICHOLAS WALTERS",,,,,149,190,0,1,191,0,191,17,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1",,,"1","0","0","0","1","0",,"FILING_RECEIVED","2018-08-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,147,,,,,,,,,,
