"20180424115029P040024591073001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ROBERT F. VAAGE DEFINED BENEFIT PENSION PLAN","003","2004-01-01","ROBERT F. VAAGE",,,"110 WEST A STREET, SUITE 1075",,"SAN DIEGO","CA","921013711",,,,,,,,,,,,,,,,,,"330496294","6193380505","541110",,,,,,,,,,,,,,,,,,,"2018-04-23T19:09:22-0500","ROBERT VAAGE","2018-04-23T19:09:22-0500","ROBERT VAAGE",,,6,4,1,2,7,0,7,,0,,"1A3D",,,,"1",,,,"1",,,,"1",,"1",,,,,,"FILING_RECEIVED","2018-04-24","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,6,,,,,,,,,,
"20180424115110P040022463687001","2017-01-01","2017-11-15","2",,"0","1","1","1","0","0","0","0","0",,"JRG SOLUTIONS RETIREMENT PLAN","001","2015-03-25","JRG SOLUTIONS, INC.","DBA JON WAYNE HEATING & AIR",,"5525 ROSE HILL ROAD",,"BILLINGS","MO","65610",,,,,,,,,,,,,,,,,,"473512652","4178319500","238220",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,"2E2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-24",,,,,,"1",,,,,,,,,,,,,,,,,1,,,,"2018-04-24T07:00:00-0500","JAMES R. GARDNER",,,,,
"20180425080531P040024765143001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","1","0","0","0",,"COLEMAN TAYLOR TRANSMISSION COMPANY EMPLOYEES 401(K) RETIREMENT PLAN","001","1994-08-01","COLEMAN TAYLOR TRANSMISSION COMPANY, INC.",,,"1210 MIDAS COVE","SUITE #102","CORDOVA","TN","38018",,,,,,,,,,,,,,,,,,"620790445","9015256819","811110",,,,,,,,,,,,,,,,,,,"2018-04-25T04:02:36-0500","MELISSA JACKSON",,,,,58,51,0,2,53,0,53,26,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,55,,,,,,,,,,
"20180425081715P040024791975001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"LAKELAND MENTAL HEALTH CENTER INC SHORT TERM DISABILITY PLAN","504","2015-01-01","LAKELAND MENTAL HEALTH CENTER INC",,,"980 S TOWER RD",,"FERGUS FALLS","MN","565375505",,,,,,,"980 S TOWER RD",,"FERGUS FALLS","MN","565375505",,,,,,,"410843966","2187366987","621420",,,,,,,,,,,,,,,,,,,"2018-04-24T12:26:42-0500","DONNA BAKER",,,,,112,106,,,106,,106,,,,,"4F","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,112,"2",,,,,,,,,
"20180425081732P040024792503001","2017-01-01","2017-12-31","2",,"1","0","0","0","1","0","0","0","0",,"LAKELAND MENTAL HEALTH CENTER INC LONG TERM DISABILITY PLAN","505","2015-01-01","LAKELAND MENTAL HEALTH CENTER INC.",,,"980 S TOWER RD",,"FERGUS FALLS","MN","565375505",,,,,,,"980 S TOWER RD",,"FERGUS FALLS","MN","565375505",,,,,,,"410843966","2187366987","621420",,,,,,,,,,,,,,,,,,,"2018-04-24T12:25:46-0500","DONNA BAKER",,,,,158,158,,,158,,158,,,,,"4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,158,"2",,,,,,,,,
"20180425081750P030025282657001","2017-01-01","2017-12-31","2",,"1","0","0","0","1","0","0","0","0",,"LAKELAND MENTAL HEALTH CENTER INC GROUP TERM LIFE PLAN","503","2015-01-01","LAKELAND MENTAL HEALTH CENTER INC",,,"980 S TOWER RD",,"FERGUS FALLS","MN","565375505",,,,,,,"980 S TOWER RD",,"FERGUS FALLS","MN","565375505",,,,,,,"410843966","2187366987","621420",,,,,,,,,,,,,,,,,,,"2018-04-24T12:24:11-0500","DONNA BAKER",,,,,174,174,,,174,,174,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,174,"2",,,,,,,,,
"20180425082754P030025309569001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PROCESS TECHNOLOGY OF PA, INC. PENSION PLAN","002","1983-09-01","PROCESS TECHNOLOGY OF PA, INC.","PROCESS TECH. OF PA",,"25 TENNIS AVE",,"AMBLER","PA","190024216",,,,,,,"25 TENNIS AVE",,"AMBLER","PA","190024216",,,,,,,"232180784","2156282222","332900",,,,,,,,,,,,,,,,,,,"2018-04-25T07:56:06-0500","K. W. WANG","2018-04-25T07:56:07-0500","K. W. WANG",,,2,2,,,2,,2,2,,,"2C",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,2,"2",,,,,,,,,
"20180425131023P030018252685001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"IPSWICH FORD, INC. 401(K) PLAN","001","1996-01-01","IPSWICH FORD, INC.",,,"P.O. BOX 574",,"IPSWICH","MA","01938",,,,,,,"105 COUNTY ROAD",,"IPSWICH","MA","01938",,,,,,,"042815256","9783562916","441110",,,,,,,,,,,,,,,,,,,"2018-04-25T09:09:07-0500","KATHRYN LAVOIE",,,,,21,17,0,3,20,1,21,14,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,17,,,,,,,,,,
"20180425131129P040026984209001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DIXIE JAMES 401(K) PROFIT SHARING PLAN & TRUST","001","2012-01-01","DIXIE JAMES",,,"23679 CALABASAS ROAD SUITE 126",,"CALABASAS","CA","91302",,,,,,,,,,,,,,,,,,"800729843","3103972233","711300",,,,,,,,,,,,,,,,,,,"2018-04-25T01:11:25-0500","LAUREN KAY",,,,,3,3,0,0,3,0,3,2,0,,"2E2F2G2J2K2R2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180425131131P040026984305001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"MAINE TECHNICAL SOURCE 401(K) PROFIT SHARING","001","1990-01-01","MAINE TECHNICAL SOURCE",,,"494 US ROUTE 1",,"YARMOUTH","ME","04096",,,,,,,,,,,,,,,,,,"010353292","2078465143","541330",,,,,,,,,,,,,,,,,,,"2018-04-25T09:10:51-0500","TIMOTHY BAKER",,,,,20,17,0,5,22,0,22,18,1,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-04-25","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,17,,,,,,,,,,
